timestamp,decay_time_cycles,decay_time_ms,address,measurement,bit_errors,pass,read_data
2025-05-28 19:52:08.685995,48,0.00024,0,1,0,True,00000000
2025-05-28 19:52:08.701614,48,0.00024,0,3,0,True,00000000
2025-05-28 19:52:08.701677,48,0.00024,0,1,62,False,5A5A0010
2025-05-28 19:52:08.717614,48,0.00024,0,3,62,False,5A5A0010
2025-05-28 19:52:08.717678,48,0.00024,1048833,1,62,False,5A5A0010
2025-05-28 19:52:08.717703,48,0.00024,1048833,3,62,False,5A5A0010
2025-05-28 19:52:08.733599,48,0.00024,2097666,1,56,False,5A520010
2025-05-28 19:52:08.733643,48,0.00024,2097666,3,56,False,5A520010
2025-05-28 19:52:08.749599,48,0.00024,3146499,1,60,False,5A4A0000
2025-05-28 19:52:08.749652,48,0.00024,3146499,3,60,False,5A4A0000
2025-05-28 19:52:08.765603,48,0.00024,4195332,1,54,False,5A420800
2025-05-28 19:52:08.765648,48,0.00024,4195332,3,54,False,5A420000
2025-05-28 19:52:08.781606,48,0.00024,5244165,1,64,False,5A7A0010
2025-05-28 19:52:08.781668,48,0.00024,5244165,3,64,False,5A7A0810
2025-05-28 19:52:08.797558,48,0.00024,6292998,1,56,False,5A720010
2025-05-28 19:52:08.797614,48,0.00024,6292998,3,58,False,5A720810
2025-05-28 19:52:08.813632,48,0.00024,7341831,1,64,False,5A6A0800
2025-05-28 19:52:08.813684,48,0.00024,7341831,3,66,False,5A6A0000
2025-05-28 19:52:08.813707,48,0.00024,2056,1,58,False,5A620800
2025-05-28 19:52:08.829632,48,0.00024,2056,3,58,False,5A620000
2025-05-28 19:52:08.829683,48,0.00024,1050889,1,54,False,5A1A0010
2025-05-28 19:52:08.845615,48,0.00024,1050889,3,54,False,5A1A0010
2025-05-28 19:52:08.845658,48,0.00024,2099722,1,48,False,5A120010
2025-05-28 19:52:08.861620,48,0.00024,2099722,3,48,False,5A120010
2025-05-28 19:52:08.861665,48,0.00024,3148555,1,54,False,5A0A0000
2025-05-28 19:52:08.877647,48,0.00024,3148555,3,54,False,5A0A0000
2025-05-28 19:52:08.877714,48,0.00024,4197388,1,48,False,5A020800
2025-05-28 19:52:08.877748,48,0.00024,4197388,3,48,False,5A020000
2025-05-28 19:52:08.893640,48,0.00024,5246221,1,56,False,5A3A0010
2025-05-28 19:52:08.893705,48,0.00024,5246221,3,56,False,5A3A0010
2025-05-28 19:52:08.909636,48,0.00024,6295054,1,50,False,5A320810
2025-05-28 19:52:08.909703,48,0.00024,6295054,3,48,False,5A320010
2025-05-28 19:52:08.925633,48,0.00024,7343887,1,58,False,5A2A0800
2025-05-28 19:52:08.925690,48,0.00024,7343887,3,60,False,5A2A0000
2025-05-28 19:52:08.941624,48,0.00024,4112,1,52,False,5A220800
2025-05-28 19:52:08.941693,48,0.00024,4112,3,52,False,5A220800
2025-05-28 19:52:08.957600,48,0.00024,1052945,1,64,False,5ADA0890
2025-05-28 19:52:08.957650,48,0.00024,1052945,3,64,False,5ADA0090
2025-05-28 19:52:08.973589,48,0.00024,2101778,1,60,False,5AD20090
2025-05-28 19:52:08.973635,48,0.00024,2101778,3,60,False,5AD20090
2025-05-28 19:52:08.973665,48,0.00024,3150611,1,60,False,5ACA0080
2025-05-28 19:52:08.989593,48,0.00024,3150611,3,60,False,5ACA0080
2025-05-28 19:52:08.989646,48,0.00024,4199444,1,56,False,5AC20080
2025-05-28 19:52:09.005527,48,0.00024,4199444,3,56,False,5AC20080
2025-05-28 19:52:09.005571,48,0.00024,5248277,1,66,False,5AFA0090
2025-05-28 19:52:09.021625,48,0.00024,5248277,3,66,False,5AFA0090
2025-05-28 19:52:09.021683,48,0.00024,6297110,1,62,False,5AF20890
2025-05-28 19:52:09.037616,48,0.00024,6297110,3,62,False,5AF20890
2025-05-28 19:52:09.037673,48,0.00024,7345943,1,64,False,5AEA0880
2025-05-28 19:52:09.037697,48,0.00024,7345943,3,66,False,5AEA0080
2025-05-28 19:52:09.053619,48,0.00024,6168,1,60,False,5AE20880
2025-05-28 19:52:09.053682,48,0.00024,6168,3,60,False,5AE20080
2025-05-28 19:52:09.069631,48,0.00024,1055001,1,60,False,5A9A0090
2025-05-28 19:52:09.069724,48,0.00024,1055001,3,60,False,5A9A0090
2025-05-28 19:52:09.085616,48,0.00024,2103834,1,58,False,5A920890
2025-05-28 19:52:09.085672,48,0.00024,2103834,3,56,False,5A920090
2025-05-28 19:52:09.101576,48,0.00024,3152667,1,58,False,5A8A0080
2025-05-28 19:52:09.101625,48,0.00024,3152667,3,58,False,5A8A0080
2025-05-28 19:52:09.117579,48,0.00024,4201500,1,54,False,5A820880
2025-05-28 19:52:09.117627,48,0.00024,4201500,3,54,False,5A820880
2025-05-28 19:52:09.133599,48,0.00024,5250333,1,62,False,5ABA0090
2025-05-28 19:52:09.133682,48,0.00024,5250333,3,62,False,5ABA0890
2025-05-28 19:52:09.133706,48,0.00024,6299166,1,58,False,5AB20890
2025-05-28 19:52:09.149601,48,0.00024,6299166,3,58,False,5AB20890
2025-05-28 19:52:09.149642,48,0.00024,7347999,1,64,False,5AAA0080
2025-05-28 19:52:09.165603,48,0.00024,7347999,3,62,False,5AAA0880
2025-05-28 19:52:09.165654,48,0.00024,8224,1,58,False,5AA20880
2025-05-28 19:52:09.181617,48,0.00024,8224,3,58,False,5AA20080
2025-05-28 19:52:09.181674,48,0.00024,1057057,1,54,False,5B5B0110
2025-05-28 19:52:09.197592,48,0.00024,1057057,3,54,False,5B5B0110
2025-05-28 19:52:09.197644,48,0.00024,2105890,1,50,False,5B530110
2025-05-28 19:52:09.197668,48,0.00024,2105890,3,50,False,5B530110
2025-05-28 19:52:09.219744,48,0.00024,3154723,1,50,False,5B4B0100
2025-05-28 19:52:09.219810,48,0.00024,3154723,3,50,False,5B4B0100
2025-05-28 19:52:09.235258,48,0.00024,4203556,1,46,False,5B430100
2025-05-28 19:52:09.240353,48,0.00024,4203556,3,46,False,5B430100
2025-05-28 19:52:09.262702,48,0.00024,5252389,1,54,False,5B7B0110
2025-05-28 19:52:09.271793,48,0.00024,5252389,3,54,False,5B7B0110
2025-05-28 19:52:09.322613,48,0.00024,6301222,1,48,False,5B730110
2025-05-28 19:52:09.323520,48,0.00024,6301222,3,48,False,5B730110
2025-05-28 19:52:09.323624,48,0.00024,7350055,1,54,False,5B6B0100
2025-05-28 19:52:09.323657,48,0.00024,7350055,3,54,False,5B6B0100
2025-05-28 19:52:09.323683,48,0.00024,10280,1,48,False,5B630100
2025-05-28 19:52:09.323707,48,0.00024,10280,3,48,False,5B630100
2025-05-28 19:52:09.323729,48,0.00024,1059113,1,50,False,5B1B0110
2025-05-28 19:52:09.323751,48,0.00024,1059113,3,50,False,5B1B0110
2025-05-28 19:52:09.323773,48,0.00024,2107946,1,46,False,5B130110
2025-05-28 19:52:09.325584,48,0.00024,2107946,3,46,False,5B130110
2025-05-28 19:52:09.325653,48,0.00024,3156779,1,48,False,5B0B0100
2025-05-28 19:52:09.341654,48,0.00024,3156779,3,48,False,5B0B0100
2025-05-28 19:52:09.341720,48,0.00024,4205612,1,44,False,5B030100
2025-05-28 19:52:09.358146,48,0.00024,4205612,3,44,False,5B030100
2025-05-28 19:52:09.358226,48,0.00024,5254445,1,50,False,5B3B0110
2025-05-28 19:52:09.358257,48,0.00024,5254445,3,50,False,5B3B0110
2025-05-28 19:52:09.374607,48,0.00024,6303278,1,46,False,5B330910
2025-05-28 19:52:09.374707,48,0.00024,6303278,3,44,False,5B330110
2025-05-28 19:52:09.389660,48,0.00024,7352111,1,52,False,5B2B0100
2025-05-28 19:52:09.389726,48,0.00024,7352111,3,52,False,5B2B0100
2025-05-28 19:52:09.405772,48,0.00024,12336,1,46,False,5B230100
2025-05-28 19:52:09.405858,48,0.00024,12336,3,46,False,5B230100
2025-05-28 19:52:09.434279,48,0.00024,1061169,1,54,False,5BDB0190
2025-05-28 19:52:09.434354,48,0.00024,1061169,3,54,False,5BDB0190
2025-05-28 19:52:09.437683,48,0.00024,2110002,1,52,False,5BD30190
2025-05-28 19:52:09.437736,48,0.00024,2110002,3,52,False,5BD30190
2025-05-28 19:52:09.471950,48,0.00024,3158835,1,48,False,5BCB0180
2025-05-28 19:52:09.477091,48,0.00024,3158835,3,48,False,5BCB0180
2025-05-28 19:52:09.482208,48,0.00024,4207668,1,46,False,5BC30180
2025-05-28 19:52:09.497507,48,0.00024,4207668,3,46,False,5BC30180
2025-05-28 19:52:09.498498,48,0.00024,5256501,1,54,False,5BFB0190
2025-05-28 19:52:09.498611,48,0.00024,5256501,3,54,False,5BFB0190
2025-05-28 19:52:09.498648,48,0.00024,6305334,1,52,False,5BF30990
2025-05-28 19:52:09.502765,48,0.00024,6305334,3,50,False,5BF30190
2025-05-28 19:52:09.502827,48,0.00024,7354167,1,52,False,5BEB0180
2025-05-28 19:52:09.519287,48,0.00024,7354167,3,52,False,5BEB0180
2025-05-28 19:52:09.519360,48,0.00024,14392,1,48,False,5BE30180
2025-05-28 19:52:09.533615,48,0.00024,14392,3,48,False,5BE30180
2025-05-28 19:52:09.533696,48,0.00024,1063225,1,54,False,5B9B0190
2025-05-28 19:52:09.533730,48,0.00024,1063225,3,54,False,5B9B0190
2025-05-28 19:52:09.550625,48,0.00024,2112058,1,52,False,5B930190
2025-05-28 19:52:09.550698,48,0.00024,2112058,3,52,False,5B930190
