timestamp,decay_time_cycles,decay_time_ms,address,measurement,bit_errors,pass,read_data
2025-05-28 19:45:41.298048,48,0.00024,0,0,0,True,00000000
2025-05-28 19:45:41.298217,48,0.00024,0,2,0,True,00000000
2025-05-28 19:45:41.313720,48,0.00024,0,4,0,True,00000000
2025-05-28 19:45:41.313765,48,0.00024,0,0,62,False,5A5A0010
2025-05-28 19:45:41.329701,48,0.00024,0,2,62,False,5A5A0010
2025-05-28 19:45:41.329736,48,0.00024,0,4,62,False,5A5A0010
2025-05-28 19:45:41.329753,48,0.00024,1048833,0,62,False,5A5A0010
2025-05-28 19:45:41.345698,48,0.00024,1048833,2,62,False,5A5A0010
2025-05-28 19:45:41.345733,48,0.00024,1048833,4,62,False,5A5A0010
2025-05-28 19:45:41.345749,48,0.00024,2097666,0,56,False,5A520010
2025-05-28 19:45:41.361705,48,0.00024,2097666,2,56,False,5A520010
2025-05-28 19:45:41.361741,48,0.00024,2097666,4,56,False,5A520010
2025-05-28 19:45:41.377697,48,0.00024,3146499,0,60,False,5A4A0000
2025-05-28 19:45:41.377734,48,0.00024,3146499,2,60,False,5A4A0000
2025-05-28 19:45:41.393750,48,0.00024,3146499,4,60,False,5A4A0000
2025-05-28 19:45:41.393820,48,0.00024,4195332,0,54,False,5A420000
2025-05-28 19:45:41.393839,48,0.00024,4195332,2,54,False,5A420000
2025-05-28 19:45:41.409662,48,0.00024,4195332,4,54,False,5A420000
2025-05-28 19:45:41.409693,48,0.00024,5244165,0,64,False,5A7A0010
2025-05-28 19:45:41.425705,48,0.00024,5244165,2,64,False,5A7A0810
2025-05-28 19:45:41.425738,48,0.00024,5244165,4,64,False,5A7A0010
2025-05-28 19:45:41.425754,48,0.00024,6292998,0,56,False,5A720010
2025-05-28 19:45:41.441697,48,0.00024,6292998,2,58,False,5A720810
2025-05-28 19:45:41.441729,48,0.00024,6292998,4,56,False,5A720010
2025-05-28 19:45:41.457689,48,0.00024,7341831,0,66,False,5A6A0000
2025-05-28 19:45:41.457726,48,0.00024,7341831,2,64,False,5A6A0800
2025-05-28 19:45:41.457743,48,0.00024,7341831,4,66,False,5A6A0000
2025-05-28 19:45:41.473700,48,0.00024,2056,0,58,False,5A620000
2025-05-28 19:45:41.473734,48,0.00024,2056,2,58,False,5A620000
2025-05-28 19:45:41.489732,48,0.00024,2056,4,58,False,5A620000
2025-05-28 19:45:41.489778,48,0.00024,1050889,0,54,False,5A1A0010
2025-05-28 19:45:41.489794,48,0.00024,1050889,2,54,False,5A1A0010
2025-05-28 19:45:41.505704,48,0.00024,1050889,4,54,False,5A1A0010
2025-05-28 19:45:41.505743,48,0.00024,2099722,0,48,False,5A120010
2025-05-28 19:45:41.521730,48,0.00024,2099722,2,50,False,5A120810
2025-05-28 19:45:41.521781,48,0.00024,2099722,4,50,False,5A120810
2025-05-28 19:45:41.521797,48,0.00024,3148555,0,54,False,5A0A0000
2025-05-28 19:45:41.537732,48,0.00024,3148555,2,54,False,5A0A0000
2025-05-28 19:45:41.537781,48,0.00024,3148555,4,54,False,5A0A0000
2025-05-28 19:45:41.553718,48,0.00024,4197388,0,48,False,5A020000
2025-05-28 19:45:41.553766,48,0.00024,4197388,2,48,False,5A020000
