Address,Pattern,PatternName,Expected,Readback,FlippedBits,DecayTime
0x00410000,Inv Checkerboard,Inv Checkerboard,55555555,55555557,1,600
0x00418000,Inv Checkerboard,Inv Checkerboard,55555555,55555D55,1,600
0x00428000,Inv Checkerboard,Inv Checkerboard,55555555,5555D555,1,600
0x00430000,Inv Checkerboard,Inv Checkerboard,55555555,555555D5,1,600
0x00438000,Inv Checkerboard,Inv Checkerboard,55555555,5FD55555,3,600
0x00440000,Inv Checkerboard,Inv Checkerboard,55555555,55555755,1,600
0x00450000,Inv Checkerboard,Inv Checkerboard,55555555,55555D55,1,600
0x00458000,Inv Checkerboard,Inv Checkerboard,55555555,5555555D,1,600
0x00470000,Inv Checkerboard,Inv Checkerboard,55555555,57555555,1,600
0x00478000,Inv Checkerboard,Inv Checkerboard,55555555,55555575,1,600
0x00490000,Inv Checkerboard,Inv Checkerboard,55555555,5D555555,1,600
0x00498000,Inv Checkerboard,Inv Checkerboard,55555555,555755D5,2,600
0x004A0000,Inv Checkerboard,Inv Checkerboard,55555555,75555555,1,600
0x004A8000,Inv Checkerboard,Inv Checkerboard,55555555,555D5575,2,600
0x004B0000,Inv Checkerboard,Inv Checkerboard,55555555,555D5555,1,600
0x004C0000,Inv Checkerboard,Inv Checkerboard,55555555,5D75DD55,4,600
0x004C8000,Inv Checkerboard,Inv Checkerboard,55555555,7D557555,3,600
0x004D0000,Inv Checkerboard,Inv Checkerboard,55555555,55575555,1,600
0x004E0000,Inv Checkerboard,Inv Checkerboard,55555555,55557555,1,600
0x004E8000,Inv Checkerboard,Inv Checkerboard,55555555,55575555,1,600
0x004F0000,Inv Checkerboard,Inv Checkerboard,55555555,555555F5,2,600
0x00500000,Inv Checkerboard,Inv Checkerboard,55555555,D5555555,1,600
0x00508000,Inv Checkerboard,Inv Checkerboard,55555555,5555D55D,2,600
0x00518000,Inv Checkerboard,Inv Checkerboard,55555555,55755555,1,600
0x00520000,Inv Checkerboard,Inv Checkerboard,55555555,75D555DF,5,600
0x00528000,Inv Checkerboard,Inv Checkerboard,55555555,5755555F,3,600
0x00530000,Inv Checkerboard,Inv Checkerboard,55555555,555D7555,2,600
0x00538000,Inv Checkerboard,Inv Checkerboard,55555555,5D555F55,3,600
0x00548000,Inv Checkerboard,Inv Checkerboard,55555555,5555D555,1,600
0x00550000,Inv Checkerboard,Inv Checkerboard,55555555,555557F5,3,600
0x00558000,Inv Checkerboard,Inv Checkerboard,55555555,55557555,1,600
0x00560000,Inv Checkerboard,Inv Checkerboard,55555555,555757D5,3,600
0x00568000,Inv Checkerboard,Inv Checkerboard,55555555,5D5555D5,2,600
0x00580000,Inv Checkerboard,Inv Checkerboard,55555555,5555D55F,3,600
0x00588000,Inv Checkerboard,Inv Checkerboard,55555555,55555D55,1,600
0x00590000,Inv Checkerboard,Inv Checkerboard,55555555,55555D55,1,600
0x005A0000,Inv Checkerboard,Inv Checkerboard,55555555,D55D5555,2,600
0x005B0000,Inv Checkerboard,Inv Checkerboard,55555555,75575D55,3,600
0x005B8000,Inv Checkerboard,Inv Checkerboard,55555555,55D5D555,2,600
0x005C0000,Inv Checkerboard,Inv Checkerboard,55555555,75555555,1,600
0x005D0000,Inv Checkerboard,Inv Checkerboard,55555555,77D55555,3,600
0x005D8000,Inv Checkerboard,Inv Checkerboard,55555555,D5555555,1,600
0x005E0000,Inv Checkerboard,Inv Checkerboard,55555555,55575555,1,600
0x005E8000,Inv Checkerboard,Inv Checkerboard,55555555,5555D555,1,600
0x005F0000,Inv Checkerboard,Inv Checkerboard,55555555,55DDD555,3,600
0x00600000,Inv Checkerboard,Inv Checkerboard,55555555,57555555,1,600
0x00610000,Inv Checkerboard,Inv Checkerboard,55555555,55D55555,1,600
0x00620000,Inv Checkerboard,Inv Checkerboard,55555555,555F5555,2,600
0x00628000,Inv Checkerboard,Inv Checkerboard,55555555,D555D5D5,3,600
0x00638000,Inv Checkerboard,Inv Checkerboard,55555555,5555D575,2,600
0x00640000,Inv Checkerboard,Inv Checkerboard,55555555,5555D555,1,600
0x00650000,Inv Checkerboard,Inv Checkerboard,55555555,55555D5D,2,600
0x00660000,Inv Checkerboard,Inv Checkerboard,55555555,575D5555,2,600
0x00668000,Inv Checkerboard,Inv Checkerboard,55555555,55755555,1,600
0x00670000,Inv Checkerboard,Inv Checkerboard,55555555,55575555,1,600
0x00678000,Inv Checkerboard,Inv Checkerboard,55555555,555555D5,1,600
0x00680000,Inv Checkerboard,Inv Checkerboard,55555555,55555755,1,600
0x00688000,Inv Checkerboard,Inv Checkerboard,55555555,5D577555,3,600
0x00690000,Inv Checkerboard,Inv Checkerboard,55555555,755555D5,2,600
0x00698000,Inv Checkerboard,Inv Checkerboard,55555555,77555575,3,600
0x006A8000,Inv Checkerboard,Inv Checkerboard,55555555,55775557,3,600
0x006B8000,Inv Checkerboard,Inv Checkerboard,55555555,5555755D,2,600
0x006C0000,Inv Checkerboard,Inv Checkerboard,55555555,555575D5,2,600
0x006C8000,Inv Checkerboard,Inv Checkerboard,55555555,55575555,1,600
0x006D0000,Inv Checkerboard,Inv Checkerboard,55555555,75555557,2,600
0x006D8000,Inv Checkerboard,Inv Checkerboard,55555555,5555D557,2,600
0x006E0000,Inv Checkerboard,Inv Checkerboard,55555555,555555D5,1,600
0x006E8000,Inv Checkerboard,Inv Checkerboard,55555555,55D75555,2,600
0x006F0000,Inv Checkerboard,Inv Checkerboard,55555555,5D575555,2,600
0x006F8000,Inv Checkerboard,Inv Checkerboard,55555555,55555755,1,600
0x00700000,Inv Checkerboard,Inv Checkerboard,55555555,5555555D,1,600
0x00708000,Inv Checkerboard,Inv Checkerboard,55555555,5555555D,1,600
0x00720000,Inv Checkerboard,Inv Checkerboard,55555555,55555D55,1,600
0x00728000,Inv Checkerboard,Inv Checkerboard,55555555,55555557,1,600
0x00730000,Inv Checkerboard,Inv Checkerboard,55555555,55555D55,1,600
0x00738000,Inv Checkerboard,Inv Checkerboard,55555555,55755555,1,600
0x00740000,Inv Checkerboard,Inv Checkerboard,55555555,D5555555,1,600
0x00748000,Inv Checkerboard,Inv Checkerboard,55555555,555D5D55,2,600
0x00750000,Inv Checkerboard,Inv Checkerboard,55555555,555F5555,2,600
0x00760000,Inv Checkerboard,Inv Checkerboard,55555555,7555D557,3,600
0x00770000,Inv Checkerboard,Inv Checkerboard,55555555,57557575,3,600
0x00780000,Inv Checkerboard,Inv Checkerboard,55555555,D5555555,1,600
0x00788000,Inv Checkerboard,Inv Checkerboard,55555555,55D55D75,3,600
0x00798000,Inv Checkerboard,Inv Checkerboard,55555555,D5555575,2,600
0x007A0000,Inv Checkerboard,Inv Checkerboard,55555555,55555755,1,600
0x007A8000,Inv Checkerboard,Inv Checkerboard,55555555,55555557,1,600
0x007B8000,Inv Checkerboard,Inv Checkerboard,55555555,555DD555,2,600
0x007C0000,Inv Checkerboard,Inv Checkerboard,55555555,555555D5,1,600
0x007C8000,Inv Checkerboard,Inv Checkerboard,55555555,55555755,1,600
0x007D0000,Inv Checkerboard,Inv Checkerboard,55555555,555575D5,2,600
0x007D8000,Inv Checkerboard,Inv Checkerboard,55555555,55555575,1,600
0x007E0000,Inv Checkerboard,Inv Checkerboard,55555555,5D555555,1,600
0x007E8000,Inv Checkerboard,Inv Checkerboard,55555555,55557555,1,600
0x007F8000,Inv Checkerboard,Inv Checkerboard,55555555,55555D55,1,600
0x00808000,Inv Checkerboard,Inv Checkerboard,55555555,5555D557,2,600
0x00810000,Inv Checkerboard,Inv Checkerboard,55555555,55555557,1,600
0x00818000,Inv Checkerboard,Inv Checkerboard,55555555,5555557D,2,600
0x00828000,Inv Checkerboard,Inv Checkerboard,55555555,5D55555D,2,600
0x00830000,Inv Checkerboard,Inv Checkerboard,55555555,57555555,1,600
0x00858000,Inv Checkerboard,Inv Checkerboard,55555555,55115555,2,600
0x00868000,Inv Checkerboard,Inv Checkerboard,55555555,55515551,2,600
0x00878000,Inv Checkerboard,Inv Checkerboard,55555555,15555155,2,600
0x00880000,Inv Checkerboard,Inv Checkerboard,55555555,55515155,2,600
0x00888000,Inv Checkerboard,Inv Checkerboard,55555555,55515455,2,600
0x00890000,Inv Checkerboard,Inv Checkerboard,55555555,54555551,2,600
0x008A0000,Inv Checkerboard,Inv Checkerboard,55555555,55555551,1,600
0x008A8000,Inv Checkerboard,Inv Checkerboard,55555555,55555554,1,600
0x008B8000,Inv Checkerboard,Inv Checkerboard,55555555,55515555,1,600
0x008C0000,Inv Checkerboard,Inv Checkerboard,55555555,55555155,1,600
0x008D0000,Inv Checkerboard,Inv Checkerboard,55555555,55555151,2,600
0x008D8000,Inv Checkerboard,Inv Checkerboard,55555555,55155554,2,600
0x008E0000,Inv Checkerboard,Inv Checkerboard,55555555,55551555,1,600
0x008E8000,Inv Checkerboard,Inv Checkerboard,55555555,55555551,1,600
0x008F0000,Inv Checkerboard,Inv Checkerboard,55555555,51555555,1,600
0x008F8000,Inv Checkerboard,Inv Checkerboard,55555555,55554451,3,600
0x00900000,Inv Checkerboard,Inv Checkerboard,55555555,55155555,1,600
0x00910000,Inv Checkerboard,Inv Checkerboard,55555555,51555555,1,600
0x00920000,Inv Checkerboard,Inv Checkerboard,55555555,55511555,2,600
0x00930000,Inv Checkerboard,Inv Checkerboard,55555555,55405455,4,600
0x00940000,Inv Checkerboard,Inv Checkerboard,55555555,55555455,1,600
0x00950000,Inv Checkerboard,Inv Checkerboard,55555555,55515555,1,600
0x00960000,Inv Checkerboard,Inv Checkerboard,55555555,15555555,1,600
0x00970000,Inv Checkerboard,Inv Checkerboard,55555555,55551455,2,600
0x00978000,Inv Checkerboard,Inv Checkerboard,55555555,55515551,2,600
0x00980000,Inv Checkerboard,Inv Checkerboard,55555555,15455551,3,600
0x00990000,Inv Checkerboard,Inv Checkerboard,55555555,54515555,2,600
0x009A0000,Inv Checkerboard,Inv Checkerboard,55555555,55555454,2,600
0x009A8000,Inv Checkerboard,Inv Checkerboard,55555555,55555515,1,600
0x009B0000,Inv Checkerboard,Inv Checkerboard,55555555,54551555,2,600
0x009B8000,Inv Checkerboard,Inv Checkerboard,55555555,15555555,1,600
0x009C0000,Inv Checkerboard,Inv Checkerboard,55555555,55115551,3,600
0x009C8000,Inv Checkerboard,Inv Checkerboard,55555555,55455555,1,600
0x009D0000,Inv Checkerboard,Inv Checkerboard,55555555,55555554,1,600
0x009D8000,Inv Checkerboard,Inv Checkerboard,55555555,55555155,1,600
0x009E0000,Inv Checkerboard,Inv Checkerboard,55555555,55555550,2,600
0x009E8000,Inv Checkerboard,Inv Checkerboard,55555555,55551515,2,600
0x009F0000,Inv Checkerboard,Inv Checkerboard,55555555,55545155,2,600
0x00A00000,Inv Checkerboard,Inv Checkerboard,55555555,55545455,2,600
0x00A08000,Inv Checkerboard,Inv Checkerboard,55555555,55545455,2,600
0x00A10000,Inv Checkerboard,Inv Checkerboard,55555555,55455555,1,600
0x00A20000,Inv Checkerboard,Inv Checkerboard,55555555,55515551,2,600
0x00A38000,Inv Checkerboard,Inv Checkerboard,55555555,55545514,3,600
0x00A50000,Inv Checkerboard,Inv Checkerboard,55555555,55555551,1,600
0x00A58000,Inv Checkerboard,Inv Checkerboard,55555555,51555155,2,600
0x00A60000,Inv Checkerboard,Inv Checkerboard,55555555,55455555,1,600
0x00A70000,Inv Checkerboard,Inv Checkerboard,55555555,45555515,2,600
0x00A78000,Inv Checkerboard,Inv Checkerboard,55555555,15555555,1,600
0x00A80000,Inv Checkerboard,Inv Checkerboard,55555555,55554555,1,600
0x00A88000,Inv Checkerboard,Inv Checkerboard,55555555,15555555,1,600
0x00A90000,Inv Checkerboard,Inv Checkerboard,55555555,54555554,2,600
0x00AA0000,Inv Checkerboard,Inv Checkerboard,55555555,55455455,2,600
0x00AA8000,Inv Checkerboard,Inv Checkerboard,55555555,45555155,2,600
0x00AC0000,Inv Checkerboard,Inv Checkerboard,55555555,15555551,2,600
0x00AD8000,Inv Checkerboard,Inv Checkerboard,55555555,55455515,2,600
0x00AE0000,Inv Checkerboard,Inv Checkerboard,55555555,51555555,1,600
0x00AF0000,Inv Checkerboard,Inv Checkerboard,55555555,55455555,1,600
0x00AF8000,Inv Checkerboard,Inv Checkerboard,55555555,55551555,1,600
0x00B00000,Inv Checkerboard,Inv Checkerboard,55555555,51555545,2,600
0x00B08000,Inv Checkerboard,Inv Checkerboard,55555555,55545555,1,600
0x00B20000,Inv Checkerboard,Inv Checkerboard,55555555,55515555,1,600
0x00B28000,Inv Checkerboard,Inv Checkerboard,55555555,15555541,3,600
0x00B30000,Inv Checkerboard,Inv Checkerboard,55555555,55555551,1,600
0x00B38000,Inv Checkerboard,Inv Checkerboard,55555555,55555551,1,600
0x00B40000,Inv Checkerboard,Inv Checkerboard,55555555,15555555,1,600
0x00B48000,Inv Checkerboard,Inv Checkerboard,55555555,51555555,1,600
0x00B50000,Inv Checkerboard,Inv Checkerboard,55555555,14554555,3,600
0x00B58000,Inv Checkerboard,Inv Checkerboard,55555555,15555455,2,600
0x00B60000,Inv Checkerboard,Inv Checkerboard,55555555,50515554,4,600
0x00B68000,Inv Checkerboard,Inv Checkerboard,55555555,55554555,1,600
0x00B78000,Inv Checkerboard,Inv Checkerboard,55555555,51555555,1,600
0x00B80000,Inv Checkerboard,Inv Checkerboard,55555555,55555154,2,600
0x00B90000,Inv Checkerboard,Inv Checkerboard,55555555,15455155,3,600
0x00B98000,Inv Checkerboard,Inv Checkerboard,55555555,55155545,2,600
0x00BA0000,Inv Checkerboard,Inv Checkerboard,55555555,51555555,1,600
0x00BA8000,Inv Checkerboard,Inv Checkerboard,55555555,55555155,1,600
0x00BB0000,Inv Checkerboard,Inv Checkerboard,55555555,51555515,2,600
0x00BC0000,Inv Checkerboard,Inv Checkerboard,55555555,15155555,2,600
0x00BD0000,Inv Checkerboard,Inv Checkerboard,55555555,55545511,3,600
0x00BD8000,Inv Checkerboard,Inv Checkerboard,55555555,55455555,1,600
0x00BF0000,Inv Checkerboard,Inv Checkerboard,55555555,41555155,3,600
0x00BF8000,Inv Checkerboard,Inv Checkerboard,55555555,55555551,1,600
0x00C00000,Inv Checkerboard,Inv Checkerboard,55555555,55515555,1,600
0x00C08000,Inv Checkerboard,Inv Checkerboard,55555555,15511555,3,600
0x00C18000,Inv Checkerboard,Inv Checkerboard,55555555,55155551,2,600
0x00C28000,Inv Checkerboard,Inv Checkerboard,55555555,15555545,2,600
0x00C30000,Inv Checkerboard,Inv Checkerboard,55555555,55551155,2,600
0x00C38000,Inv Checkerboard,Inv Checkerboard,55555555,55554555,1,600
0x00C40000,Inv Checkerboard,Inv Checkerboard,55555555,55555515,1,600
0x00C48000,Inv Checkerboard,Inv Checkerboard,55555555,55555455,1,600
0x00C50000,Inv Checkerboard,Inv Checkerboard,55555555,14555545,3,600
0x00C58000,Inv Checkerboard,Inv Checkerboard,55555555,51155145,4,600
0x00C60000,Inv Checkerboard,Inv Checkerboard,55555555,55515555,1,600
0x00C68000,Inv Checkerboard,Inv Checkerboard,55555555,51155555,2,600
0x00C78000,Inv Checkerboard,Inv Checkerboard,55555555,15551555,2,600
0x00C80000,Inv Checkerboard,Inv Checkerboard,55555555,55555551,1,600
0x00C88000,Inv Checkerboard,Inv Checkerboard,55555555,55155551,2,600
0x00CA0000,Inv Checkerboard,Inv Checkerboard,55555555,55445555,2,600
0x00CB8000,Inv Checkerboard,Inv Checkerboard,55555555,55555155,1,600
0x00CC0000,Inv Checkerboard,Inv Checkerboard,55555555,55545155,2,600
0x00CC8000,Inv Checkerboard,Inv Checkerboard,55555555,15555555,1,600
0x00CD0000,Inv Checkerboard,Inv Checkerboard,55555555,55555455,1,600
0x00CD8000,Inv Checkerboard,Inv Checkerboard,55555555,45555555,1,600
0x00CE8000,Inv Checkerboard,Inv Checkerboard,55555555,55515114,4,600
0x00CF0000,Inv Checkerboard,Inv Checkerboard,55555555,55515515,2,600
0x00D00000,Inv Checkerboard,Inv Checkerboard,55555555,55555554,1,600
0x00D08000,Inv Checkerboard,Inv Checkerboard,55555555,55551155,2,600
0x00D10000,Inv Checkerboard,Inv Checkerboard,55555555,55414155,4,600
0x00D18000,Inv Checkerboard,Inv Checkerboard,55555555,55455410,5,600
0x00D20000,Inv Checkerboard,Inv Checkerboard,55555555,51555555,1,600
0x00D28000,Inv Checkerboard,Inv Checkerboard,55555555,15555554,2,600
0x00D38000,Inv Checkerboard,Inv Checkerboard,55555555,15555555,1,600
0x00D48000,Inv Checkerboard,Inv Checkerboard,55555555,55515555,1,600
0x00D50000,Inv Checkerboard,Inv Checkerboard,55555555,55555115,2,600
0x00D78000,Inv Checkerboard,Inv Checkerboard,55555555,55554514,3,600
0x00D88000,Inv Checkerboard,Inv Checkerboard,55555555,15515155,3,600
0x00D90000,Inv Checkerboard,Inv Checkerboard,55555555,55155555,1,600
0x00D98000,Inv Checkerboard,Inv Checkerboard,55555555,55555515,1,600
0x00DA0000,Inv Checkerboard,Inv Checkerboard,55555555,45555450,4,600
0x00DA8000,Inv Checkerboard,Inv Checkerboard,55555555,55115555,2,600
0x00DC0000,Inv Checkerboard,Inv Checkerboard,55555555,45555550,3,600
0x00DC8000,Inv Checkerboard,Inv Checkerboard,55555555,14555555,2,600
0x00DD8000,Inv Checkerboard,Inv Checkerboard,55555555,55551555,1,600
0x00DE0000,Inv Checkerboard,Inv Checkerboard,55555555,51555555,1,600
0x00DE8000,Inv Checkerboard,Inv Checkerboard,55555555,51555555,1,600
0x00DF0000,Inv Checkerboard,Inv Checkerboard,55555555,55455555,1,600
0x00DF8000,Inv Checkerboard,Inv Checkerboard,55555555,51555555,1,600
0x00E00000,Inv Checkerboard,Inv Checkerboard,55555555,55555155,1,600
0x00E18000,Inv Checkerboard,Inv Checkerboard,55555555,55555455,1,600
0x00E28000,Inv Checkerboard,Inv Checkerboard,55555555,55515155,2,600
0x00E30000,Inv Checkerboard,Inv Checkerboard,55555555,55155155,2,600
0x00E38000,Inv Checkerboard,Inv Checkerboard,55555555,55555511,2,600
0x00E40000,Inv Checkerboard,Inv Checkerboard,55555555,45554555,2,600
0x00E50000,Inv Checkerboard,Inv Checkerboard,55555555,45555514,3,600
0x00E58000,Inv Checkerboard,Inv Checkerboard,55555555,54555554,2,600
0x00E60000,Inv Checkerboard,Inv Checkerboard,55555555,45115555,3,600
0x00E70000,Inv Checkerboard,Inv Checkerboard,55555555,55551555,1,600
0x00E78000,Inv Checkerboard,Inv Checkerboard,55555555,55545515,2,600
0x00E80000,Inv Checkerboard,Inv Checkerboard,55555555,50554555,3,600
0x00E88000,Inv Checkerboard,Inv Checkerboard,55555555,55555455,1,600
0x00E90000,Inv Checkerboard,Inv Checkerboard,55555555,45415554,4,600
0x00EA8000,Inv Checkerboard,Inv Checkerboard,55555555,55545555,1,600
0x00EB8000,Inv Checkerboard,Inv Checkerboard,55555555,55015545,4,600
0x00EC0000,Inv Checkerboard,Inv Checkerboard,55555555,55455555,1,600
0x00ED0000,Inv Checkerboard,Inv Checkerboard,55555555,55515155,2,600
0x00ED8000,Inv Checkerboard,Inv Checkerboard,55555555,55555551,1,600
0x00EE0000,Inv Checkerboard,Inv Checkerboard,55555555,51545154,4,600
0x00EE8000,Inv Checkerboard,Inv Checkerboard,55555555,55455551,2,600
0x00EF0000,Inv Checkerboard,Inv Checkerboard,55555555,55411555,3,600
0x00F00000,Inv Checkerboard,Inv Checkerboard,55555555,50555555,2,600
0x00F08000,Inv Checkerboard,Inv Checkerboard,55555555,55155555,1,600
0x00F10000,Inv Checkerboard,Inv Checkerboard,55555555,45551145,4,600
0x00F30000,Inv Checkerboard,Inv Checkerboard,55555555,54545555,2,600
0x00F40000,Inv Checkerboard,Inv Checkerboard,55555555,55554555,1,600
0x00F48000,Inv Checkerboard,Inv Checkerboard,55555555,55555551,1,600
0x00F60000,Inv Checkerboard,Inv Checkerboard,55555555,54554555,2,600
0x00F68000,Inv Checkerboard,Inv Checkerboard,55555555,55555554,1,600
0x00F78000,Inv Checkerboard,Inv Checkerboard,55555555,15555555,1,600
0x00F98000,Inv Checkerboard,Inv Checkerboard,55555555,55540555,3,600
0x00FA0000,Inv Checkerboard,Inv Checkerboard,55555555,55555544,2,600
0x00FA8000,Inv Checkerboard,Inv Checkerboard,55555555,55551555,1,600
0x00FB0000,Inv Checkerboard,Inv Checkerboard,55555555,55155545,2,600
0x00FB8000,Inv Checkerboard,Inv Checkerboard,55555555,54555555,1,600
0x00FC0000,Inv Checkerboard,Inv Checkerboard,55555555,55155555,1,600
0x00FC8000,Inv Checkerboard,Inv Checkerboard,55555555,55554555,1,600
0x00FD0000,Inv Checkerboard,Inv Checkerboard,55555555,55555551,1,600
0x00FD8000,Inv Checkerboard,Inv Checkerboard,55555555,55455555,1,600
0x00FE0000,Inv Checkerboard,Inv Checkerboard,55555555,55455555,1,600
0x00FE8000,Inv Checkerboard,Inv Checkerboard,55555555,55515555,1,600
0x00FF0000,Inv Checkerboard,Inv Checkerboard,55555555,54555511,3,600
0x01000000,Inv Checkerboard,Inv Checkerboard,55555555,55555455,1,600
0x01010000,Inv Checkerboard,Inv Checkerboard,55555555,55555155,1,600
0x01030000,Inv Checkerboard,Inv Checkerboard,55555555,55514545,3,600
0x01040000,Inv Checkerboard,Inv Checkerboard,55555555,51555555,1,600
0x01050000,Inv Checkerboard,Inv Checkerboard,55555555,55545555,1,600
0x01060000,Inv Checkerboard,Inv Checkerboard,55555555,55555545,1,600
0x01070000,Inv Checkerboard,Inv Checkerboard,55555555,555D5555,1,600
0x01080000,Inv Checkerboard,Inv Checkerboard,55555555,D55D555D,3,600
0x01090000,Inv Checkerboard,Inv Checkerboard,55555555,55D55757,3,600
0x010A0000,Inv Checkerboard,Inv Checkerboard,55555555,575D5555,2,600
0x010B0000,Inv Checkerboard,Inv Checkerboard,55555555,55575555,1,600
0x010C0000,Inv Checkerboard,Inv Checkerboard,55555555,555555F5,2,600
0x010D0000,Inv Checkerboard,Inv Checkerboard,55555555,D5D55555,2,600
0x010F0000,Inv Checkerboard,Inv Checkerboard,55555555,5755D555,2,600
0x01100000,Inv Checkerboard,Inv Checkerboard,55555555,55555755,1,600
0x01130000,Inv Checkerboard,Inv Checkerboard,55555555,55555575,1,600
0x01150000,Inv Checkerboard,Inv Checkerboard,55555555,5DD55555,2,600
0x01160000,Inv Checkerboard,Inv Checkerboard,55555555,55755555,1,600
0x01180000,Inv Checkerboard,Inv Checkerboard,55555555,755D5D55,3,600
0x01190000,Inv Checkerboard,Inv Checkerboard,55555555,5D555555,1,600
0x011A0000,Inv Checkerboard,Inv Checkerboard,55555555,55D55D55,2,600
0x011B0000,Inv Checkerboard,Inv Checkerboard,55555555,55557555,1,600
0x011E0000,Inv Checkerboard,Inv Checkerboard,55555555,557555D5,2,600
0x011F0000,Inv Checkerboard,Inv Checkerboard,55555555,D5555555,1,600
0x01200000,Inv Checkerboard,Inv Checkerboard,55555555,55D55D55,2,600
0x01210000,Inv Checkerboard,Inv Checkerboard,55555555,575D5555,2,600
0x01230000,Inv Checkerboard,Inv Checkerboard,55555555,55755555,1,600
0x01250000,Inv Checkerboard,Inv Checkerboard,55555555,55555755,1,600
0x01260000,Inv Checkerboard,Inv Checkerboard,55555555,5555D5D5,2,600
0x01270000,Inv Checkerboard,Inv Checkerboard,55555555,75555755,2,600
0x01280000,Inv Checkerboard,Inv Checkerboard,55555555,575555D5,2,600
0x01290000,Inv Checkerboard,Inv Checkerboard,55555555,5555555D,1,600
0x012A0000,Inv Checkerboard,Inv Checkerboard,55555555,D5555555,1,600
0x012B0000,Inv Checkerboard,Inv Checkerboard,55555555,5D555555,1,600
0x012C0000,Inv Checkerboard,Inv Checkerboard,55555555,57555555,1,600
0x012D0000,Inv Checkerboard,Inv Checkerboard,55555555,D7755555,3,600
0x012F0000,Inv Checkerboard,Inv Checkerboard,55555555,555555D5,1,600
0x01310000,Inv Checkerboard,Inv Checkerboard,55555555,77555555,2,600
0x01320000,Inv Checkerboard,Inv Checkerboard,55555555,57555555,1,600
0x01330000,Inv Checkerboard,Inv Checkerboard,55555555,57555555,1,600
0x01350000,Inv Checkerboard,Inv Checkerboard,55555555,57555555,1,600
0x01360000,Inv Checkerboard,Inv Checkerboard,55555555,5555555D,1,600
0x01370000,Inv Checkerboard,Inv Checkerboard,55555555,755555D5,2,600
0x013A0000,Inv Checkerboard,Inv Checkerboard,55555555,5D555755,2,600
0x013B0000,Inv Checkerboard,Inv Checkerboard,55555555,7557555D,3,600
0x013C0000,Inv Checkerboard,Inv Checkerboard,55555555,755555D5,2,600
0x013D0000,Inv Checkerboard,Inv Checkerboard,55555555,5555555D,1,600
0x013E0000,Inv Checkerboard,Inv Checkerboard,55555555,555575D5,2,600
0x013F0000,Inv Checkerboard,Inv Checkerboard,55555555,55555D55,1,600
0x01400000,Inv Checkerboard,Inv Checkerboard,55555555,5557555D,2,600
0x01410000,Inv Checkerboard,Inv Checkerboard,55555555,5D555555,1,600
0x01430000,Inv Checkerboard,Inv Checkerboard,55555555,55575555,1,600
0x01440000,Inv Checkerboard,Inv Checkerboard,55555555,5555555F,2,600
0x01460000,Inv Checkerboard,Inv Checkerboard,55555555,555D7555,2,600
0x01470000,Inv Checkerboard,Inv Checkerboard,55555555,55575555,1,600
0x01480000,Inv Checkerboard,Inv Checkerboard,55555555,555555D7,2,600
0x01490000,Inv Checkerboard,Inv Checkerboard,55555555,575555D5,2,600
0x014B0000,Inv Checkerboard,Inv Checkerboard,55555555,75555555,1,600
0x014C0000,Inv Checkerboard,Inv Checkerboard,55555555,5555555D,1,600
0x014E0000,Inv Checkerboard,Inv Checkerboard,55555555,555D5555,1,600
0x01530000,Inv Checkerboard,Inv Checkerboard,55555555,55755555,1,600
0x01550000,Inv Checkerboard,Inv Checkerboard,55555555,55F55555,2,600
0x015A0000,Inv Checkerboard,Inv Checkerboard,55555555,555555D5,1,600
0x015B0000,Inv Checkerboard,Inv Checkerboard,55555555,5555D557,2,600
0x015C0000,Inv Checkerboard,Inv Checkerboard,55555555,75555555,1,600
0x015D0000,Inv Checkerboard,Inv Checkerboard,55555555,55557555,1,600
0x015F0000,Inv Checkerboard,Inv Checkerboard,55555555,5D555555,1,600
0x01600000,Inv Checkerboard,Inv Checkerboard,55555555,555D7F55,4,600
0x01640000,Inv Checkerboard,Inv Checkerboard,55555555,5D5D55D5,3,600
0x01650000,Inv Checkerboard,Inv Checkerboard,55555555,5555D755,2,600
0x01660000,Inv Checkerboard,Inv Checkerboard,55555555,D5555555,1,600
0x01670000,Inv Checkerboard,Inv Checkerboard,55555555,75555555,1,600
0x01680000,Inv Checkerboard,Inv Checkerboard,55555555,55555557,1,600
0x01690000,Inv Checkerboard,Inv Checkerboard,55555555,5D555555,1,600
0x016B0000,Inv Checkerboard,Inv Checkerboard,55555555,75D55755,3,600
0x016C0000,Inv Checkerboard,Inv Checkerboard,55555555,55555757,2,600
0x016E0000,Inv Checkerboard,Inv Checkerboard,55555555,55DD5555,2,600
0x016F0000,Inv Checkerboard,Inv Checkerboard,55555555,55555755,1,600
0x01710000,Inv Checkerboard,Inv Checkerboard,55555555,55555755,1,600
0x01720000,Inv Checkerboard,Inv Checkerboard,55555555,57555555,1,600
0x01730000,Inv Checkerboard,Inv Checkerboard,55555555,5555D555,1,600
0x01740000,Inv Checkerboard,Inv Checkerboard,55555555,57577575,4,600
0x01760000,Inv Checkerboard,Inv Checkerboard,55555555,57D55555,2,600
0x01770000,Inv Checkerboard,Inv Checkerboard,55555555,5557555D,2,600
0x01790000,Inv Checkerboard,Inv Checkerboard,55555555,75555555,1,600
0x017A0000,Inv Checkerboard,Inv Checkerboard,55555555,5D55D575,3,600
0x017B0000,Inv Checkerboard,Inv Checkerboard,55555555,55DD5555,2,600
