Address,Pattern,PatternName,Expected,Readback,FlippedBits,DecayTime
0x00FB8000,Checkerboard,Checkerboard,AAAAAAAA,2A8AAAAA,2,300
0x00FD0000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAA2,1,300
0x00FE0000,Checkerboard,Checkerboard,AAAAAAAA,A2AA8AA8,3,300
0x01010000,Checkerboard,Checkerboard,AAAAAAAA,2AAAAAAA,1,300
0x01030000,Checkerboard,Checkerboard,AAAAAAAA,2AAAAAAA,1,300
0x01040000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAA8,1,300
0x01050000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAA0A,2,300
0x010A0000,Checkerboard,Checkerboard,AAAAAAAA,AAAABAAA,1,300
0x010D0000,Checkerboard,Checkerboard,AAAAAAAA,ABAAAAAA,1,300
0x01150000,Checkerboard,Checkerboard,AAAAAAAA,EAAAAAAA,1,300
0x01160000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAFA,2,300
0x011A0000,Checkerboard,Checkerboard,AAAAAAAA,AAAEAAAA,1,300
0x011E0000,Checkerboard,Checkerboard,AAAAAAAA,FAAAAAAA,2,300
0x01210000,Checkerboard,Checkerboard,AAAAAAAA,AAAAABAA,1,300
0x01260000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAEAA,1,300
0x012A0000,Checkerboard,Checkerboard,AAAAAAAA,EAAAAAAA,1,300
0x012E0000,Checkerboard,Checkerboard,AAAAAAAA,BAAAAAAA,1,300
0x012F0000,Checkerboard,Checkerboard,AAAAAAAA,ABAAAAAA,1,300
0x01320000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAEA,1,300
0x01360000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAFAA,2,300
0x013C0000,Checkerboard,Checkerboard,AAAAAAAA,EAAAAAAA,1,300
0x013D0000,Checkerboard,Checkerboard,AAAAAAAA,ABAAAAAA,1,300
0x013F0000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAABA,1,300
0x01460000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAEAA,1,300
0x01470000,Checkerboard,Checkerboard,AAAAAAAA,AAAEAAAA,1,300
0x014C0000,Checkerboard,Checkerboard,AAAAAAAA,AEAABAAA,2,300
0x014D0000,Checkerboard,Checkerboard,AAAAAAAA,AAAEAAAA,1,300
0x01520000,Checkerboard,Checkerboard,AAAAAAAA,AAAAEAAA,1,300
0x01530000,Checkerboard,Checkerboard,AAAAAAAA,BAAAAAAA,1,300
0x01550000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAABA,1,300
0x01560000,Checkerboard,Checkerboard,AAAAAAAA,AAAAEAAA,1,300
0x01570000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAEA,1,300
0x015B0000,Checkerboard,Checkerboard,AAAAAAAA,ABBAAAAA,2,300
0x015C0000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAABA,1,300
0x015D0000,Checkerboard,Checkerboard,AAAAAAAA,BAAABAAA,2,300
0x015F0000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAAB,1,300
0x01640000,Checkerboard,Checkerboard,AAAAAAAA,AAAAEAAA,1,300
0x01680000,Checkerboard,Checkerboard,AAAAAAAA,BAAAAAAB,2,300
0x01710000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAEAA,1,300
0x01720000,Checkerboard,Checkerboard,AAAAAAAA,EAEAAAAA,2,300
0x01730000,Checkerboard,Checkerboard,AAAAAAAA,AAAEAABA,2,300
0x01760000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAABA,1,300
0x01770000,Checkerboard,Checkerboard,AAAAAAAA,EEAAAAAA,2,300
0x01790000,Checkerboard,Checkerboard,AAAAAAAA,AABAAAAE,2,300
0x017A0000,Checkerboard,Checkerboard,AAAAAAAA,AABAABAA,2,300
0x017D0000,Checkerboard,Checkerboard,AAAAAAAA,AAAEBAAA,2,300
0x017F0000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAABA,1,300
0x01820000,Checkerboard,Checkerboard,AAAAAAAA,AAAABAAA,1,300
0x018D0000,Checkerboard,Checkerboard,AAAAAAAA,AAAAA2AA,1,300
0x01930000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAA8A,1,300
0x01960000,Checkerboard,Checkerboard,AAAAAAAA,A2AAAAAA,1,300
0x01990000,Checkerboard,Checkerboard,AAAAAAAA,A2AAAAAA,1,300
0x019A0000,Checkerboard,Checkerboard,AAAAAAAA,AAA8AAAA,1,300
0x019C0000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAA2,1,300
0x019E0000,Checkerboard,Checkerboard,AAAAAAAA,8A8AAAAA,2,300
0x019F0000,Checkerboard,Checkerboard,AAAAAAAA,AAA8AAAA,1,300
0x01A20000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAA8,1,300
0x01A30000,Checkerboard,Checkerboard,AAAAAAAA,A8AA8A2A,3,300
0x01A50000,Checkerboard,Checkerboard,AAAAAAAA,AAAAA8AA,1,300
0x01A80000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAA2,1,300
0x01A90000,Checkerboard,Checkerboard,AAAAAAAA,AAA8AAAA,1,300
0x01AD0000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAA2A,1,300
0x01AE0000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAA2A,1,300
0x01B10000,Checkerboard,Checkerboard,AAAAAAAA,A2AAAAAA,1,300
0x01B40000,Checkerboard,Checkerboard,AAAAAAAA,8AAAAAAA,1,300
0x01B50000,Checkerboard,Checkerboard,AAAAAAAA,A8AAAAAA,1,300
0x01B60000,Checkerboard,Checkerboard,AAAAAAAA,A2AAAAAA,1,300
0x01B70000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAA8,1,300
0x01B80000,Checkerboard,Checkerboard,AAAAAAAA,A8AAAAAA,1,300
0x01BA0000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAA2A,1,300
0x01BC0000,Checkerboard,Checkerboard,AAAAAAAA,AA0AAAAA,2,300
0x01BD0000,Checkerboard,Checkerboard,AAAAAAAA,2AAAA2AA,2,300
0x01BE0000,Checkerboard,Checkerboard,AAAAAAAA,A2AAAAA8,2,300
0x01C40000,Checkerboard,Checkerboard,AAAAAAAA,AA2AAAAA,1,300
0x01C70000,Checkerboard,Checkerboard,AAAAAAAA,AAA0AAAA,2,300
0x01C90000,Checkerboard,Checkerboard,AAAAAAAA,AAAA2AAA,1,300
0x01CB0000,Checkerboard,Checkerboard,AAAAAAAA,AAAAA8AA,1,300
0x01CE0000,Checkerboard,Checkerboard,AAAAAAAA,AAAAA2AA,1,300
0x01CF0000,Checkerboard,Checkerboard,AAAAAAAA,AAAAA2AA,1,300
0x01D20000,Checkerboard,Checkerboard,AAAAAAAA,AAAA88AA,2,300
0x01D60000,Checkerboard,Checkerboard,AAAAAAAA,AAA8AAAA,1,300
0x01DE0000,Checkerboard,Checkerboard,AAAAAAAA,AAA2AAAA,1,300
0x01DF0000,Checkerboard,Checkerboard,AAAAAAAA,AAA8AAAA,1,300
0x01E10000,Checkerboard,Checkerboard,AAAAAAAA,AA8AA2AA,2,300
0x01E20000,Checkerboard,Checkerboard,AAAAAAAA,AA2AAAAA,1,300
0x01E40000,Checkerboard,Checkerboard,AAAAAAAA,AAAAA22A,2,300
0x01E70000,Checkerboard,Checkerboard,AAAAAAAA,AA8AAAAA,1,300
0x01EB0000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAA2A,1,300
0x01ED0000,Checkerboard,Checkerboard,AAAAAAAA,8AA8AAAA,2,300
0x01EF0000,Checkerboard,Checkerboard,AAAAAAAA,AAA2AAAA,1,300
0x01F20000,Checkerboard,Checkerboard,AAAAAAAA,AAA2AAAA,1,300
0x01F30000,Checkerboard,Checkerboard,AAAAAAAA,8AAAAAAA,1,300
0x01F50000,Checkerboard,Checkerboard,AAAAAAAA,8AAAAAA8,2,300
0x01F60000,Checkerboard,Checkerboard,AAAAAAAA,AAAA8AAA,1,300
0x01F70000,Checkerboard,Checkerboard,AAAAAAAA,AA8AAAAA,1,300
0x01F80000,Checkerboard,Checkerboard,AAAAAAAA,AA8AAAA2,2,300
0x01FA0000,Checkerboard,Checkerboard,AAAAAAAA,AAAAA2AA,1,300
0x01FB0000,Checkerboard,Checkerboard,AAAAAAAA,A8AA8AAA,2,300
0x01FC0000,Checkerboard,Checkerboard,AAAAAAAA,AA2AAAAA,1,300
0x01FD0000,Checkerboard,Checkerboard,AAAAAAAA,A2AAA8AA,2,300
0x01FE0000,Checkerboard,Checkerboard,AAAAAAAA,AAAA2AAA,1,300
0x00007000,Checkerboard,Checkerboard,AAAAAAAA,ABEAAAAA,2,600
0x00008000,Checkerboard,Checkerboard,AAAAAAAA,AAAABAAB,2,600
0x0000C000,Checkerboard,Checkerboard,AAAAAAAA,AAABAAAA,1,600
0x0000D000,Checkerboard,Checkerboard,AAAAAAAA,AAEFAAAA,3,600
0x0000E000,Checkerboard,Checkerboard,AAAAAAAA,AAEAAAAA,1,600
0x00010000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAABA,1,600
0x00012000,Checkerboard,Checkerboard,AAAAAAAA,AEAAAAAA,1,600
0x00013000,Checkerboard,Checkerboard,AAAAAAAA,AABAAAAA,1,600
0x00017000,Checkerboard,Checkerboard,AAAAAAAA,AEAABAAA,2,600
0x00018000,Checkerboard,Checkerboard,AAAAAAAA,BABAAAAA,2,600
0x00019000,Checkerboard,Checkerboard,AAAAAAAA,ABAEAAAA,2,600
0x0001A000,Checkerboard,Checkerboard,AAAAAAAA,AEEAAAAA,2,600
0x0001B000,Checkerboard,Checkerboard,AAAAAAAA,AAEBAAAA,2,600
0x0001C000,Checkerboard,Checkerboard,AAAAAAAA,AAABBABA,3,600
0x0001D000,Checkerboard,Checkerboard,AAAAAAAA,AAABAEAE,3,600
0x0001E000,Checkerboard,Checkerboard,AAAAAAAA,ABAAAAAA,1,600
0x0001F000,Checkerboard,Checkerboard,AAAAAAAA,AEAAAAAA,1,600
0x00020000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAAB,1,600
0x00021000,Checkerboard,Checkerboard,AAAAAAAA,EAAAEABA,3,600
0x00022000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAABA,1,600
0x00023000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAAE,1,600
0x00024000,Checkerboard,Checkerboard,AAAAAAAA,EAAAAAAA,1,600
0x00026000,Checkerboard,Checkerboard,AAAAAAAA,AABEAAAA,2,600
0x00028000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAAE,1,600
0x0002B000,Checkerboard,Checkerboard,AAAAAAAA,ABAAAAEE,3,600
0x0002D000,Checkerboard,Checkerboard,AAAAAAAA,AAEAAAAA,1,600
0x0002E000,Checkerboard,Checkerboard,AAAAAAAA,BAAAAAAE,2,600
0x0002F000,Checkerboard,Checkerboard,AAAAAAAA,BFABAAAA,4,600
0x00031000,Checkerboard,Checkerboard,AAAAAAAA,AAABAAAA,1,600
0x00033000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAABA,1,600
0x00035000,Checkerboard,Checkerboard,AAAAAAAA,AAEABAAA,2,600
0x00036000,Checkerboard,Checkerboard,AAAAAAAA,AAEBAAAA,2,600
0x00037000,Checkerboard,Checkerboard,AAAAAAAA,BAAAAAAA,1,600
0x00038000,Checkerboard,Checkerboard,AAAAAAAA,AAEAAAAA,1,600
0x0003A000,Checkerboard,Checkerboard,AAAAAAAA,AAEFAAAA,3,600
0x0003B000,Checkerboard,Checkerboard,AAAAAAAA,BAAAAAAA,1,600
0x0003C000,Checkerboard,Checkerboard,AAAAAAAA,AAEAAABA,2,600
0x0003D000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAABA,1,600
0x0003E000,Checkerboard,Checkerboard,AAAAAAAA,AAABEAAA,2,600
0x00040000,Checkerboard,Checkerboard,AAAAAAAA,AAABEAAB,3,600
0x00042000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAEA,1,600
0x00043000,Checkerboard,Checkerboard,AAAAAAAA,AABAAABA,2,600
0x00044000,Checkerboard,Checkerboard,AAAAAAAA,AAAAABAA,1,600
0x00045000,Checkerboard,Checkerboard,AAAAAAAA,ABABAAAB,3,600
0x00046000,Checkerboard,Checkerboard,AAAAAAAA,ABAAAAAA,1,600
0x00047000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAAE,1,600
0x00048000,Checkerboard,Checkerboard,AAAAAAAA,ABAAFAAA,3,600
0x00049000,Checkerboard,Checkerboard,AAAAAAAA,AAAAEAAA,1,600
0x0004A000,Checkerboard,Checkerboard,AAAAAAAA,AAAABAAE,2,600
0x0004B000,Checkerboard,Checkerboard,AAAAAAAA,AAAAABAA,1,600
0x0004D000,Checkerboard,Checkerboard,AAAAAAAA,AABBAAAA,2,600
0x0004E000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAAB,1,600
0x00050000,Checkerboard,Checkerboard,AAAAAAAA,AAAEAAAA,1,600
0x00051000,Checkerboard,Checkerboard,AAAAAAAA,AABAAAAA,1,600
0x00052000,Checkerboard,Checkerboard,AAAAAAAA,AAABABAE,3,600
0x00053000,Checkerboard,Checkerboard,AAAAAAAA,AAAAEAAA,1,600
0x00054000,Checkerboard,Checkerboard,AAAAAAAA,EAAAAAAB,2,600
0x00055000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAAB,1,600
0x00056000,Checkerboard,Checkerboard,AAAAAAAA,BAAAAAAA,1,600
0x00057000,Checkerboard,Checkerboard,AAAAAAAA,AAAAABAA,1,600
0x00058000,Checkerboard,Checkerboard,AAAAAAAA,AEAEAAAA,2,600
0x0005A000,Checkerboard,Checkerboard,AAAAAAAA,EAAAAEAA,2,600
0x0005B000,Checkerboard,Checkerboard,AAAAAAAA,ABAAAAAA,1,600
0x0005C000,Checkerboard,Checkerboard,AAAAAAAA,AEAAAABA,2,600
0x0005E000,Checkerboard,Checkerboard,AAAAAAAA,ABABAAAA,2,600
0x0005F000,Checkerboard,Checkerboard,AAAAAAAA,AABAABAA,2,600
0x00060000,Checkerboard,Checkerboard,AAAAAAAA,BEAAAAAA,2,600
0x00062000,Checkerboard,Checkerboard,AAAAAAAA,AAAEAAAA,1,600
0x00064000,Checkerboard,Checkerboard,AAAAAAAA,AAEAEAFE,5,600
0x00065000,Checkerboard,Checkerboard,AAAAAAAA,ABEBAAAA,3,600
0x00066000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAABE,2,600
0x00067000,Checkerboard,Checkerboard,AAAAAAAA,BAAAAAEA,2,600
0x00068000,Checkerboard,Checkerboard,AAAAAAAA,ABAAAAAA,1,600
0x00069000,Checkerboard,Checkerboard,AAAAAAAA,BAAAAAAA,1,600
0x0006A000,Checkerboard,Checkerboard,AAAAAAAA,AAABBAAA,2,600
0x0006D000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAABA,1,600
0x0006F000,Checkerboard,Checkerboard,AAAAAAAA,BAAABAAA,2,600
0x00070000,Checkerboard,Checkerboard,AAAAAAAA,ABAEAAAA,2,600
0x00072000,Checkerboard,Checkerboard,AAAAAAAA,AAAEAAAA,1,600
0x00074000,Checkerboard,Checkerboard,AAAAAAAA,AEAAAAAA,1,600
0x00075000,Checkerboard,Checkerboard,AAAAAAAA,AABAAEAA,2,600
0x00077000,Checkerboard,Checkerboard,AAAAAAAA,ABAAAAAA,1,600
0x0007B000,Checkerboard,Checkerboard,AAAAAAAA,AAABEEAA,3,600
0x0007D000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAFA,2,600
0x0007E000,Checkerboard,Checkerboard,AAAAAAAA,AABAAAAA,1,600
0x0007F000,Checkerboard,Checkerboard,AAAAAAAA,AAAAEAAA,1,600
0x00080000,Checkerboard,Checkerboard,AAAAAAAA,AAAAEAAE,2,600
0x00081000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAEA,1,600
0x00082000,Checkerboard,Checkerboard,AAAAAAAA,BAABAAAE,3,600
0x00083000,Checkerboard,Checkerboard,AAAAAAAA,AAAAEAAA,1,600
0x00084000,Checkerboard,Checkerboard,AAAAAAAA,AAAAFABA,3,600
0x00085000,Checkerboard,Checkerboard,AAAAAAAA,BAAAAAAB,2,600
0x00086000,Checkerboard,Checkerboard,AAAAAAAA,BAAAAEAA,2,600
0x00087000,Checkerboard,Checkerboard,AAAAAAAA,EABAAAAA,2,600
0x0008A000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAAB,1,600
0x0008E000,Checkerboard,Checkerboard,AAAAAAAA,AAAEAAAE,2,600
0x0008F000,Checkerboard,Checkerboard,AAAAAAAA,FEAAAAAB,4,600
0x00091000,Checkerboard,Checkerboard,AAAAAAAA,AABABAEA,3,600
0x00092000,Checkerboard,Checkerboard,AAAAAAAA,AEAAAAAE,2,600
0x00094000,Checkerboard,Checkerboard,AAAAAAAA,BAAAAABE,3,600
0x00095000,Checkerboard,Checkerboard,AAAAAAAA,ABAABAAA,2,600
0x00096000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAEA,1,600
0x00097000,Checkerboard,Checkerboard,AAAAAAAA,ABAAAAAA,1,600
0x00098000,Checkerboard,Checkerboard,AAAAAAAA,AAAEBBAB,4,600
0x00099000,Checkerboard,Checkerboard,AAAAAAAA,AAAEAAAA,1,600
0x0009A000,Checkerboard,Checkerboard,AAAAAAAA,BABEAAAB,4,600
0x0009B000,Checkerboard,Checkerboard,AAAAAAAA,AAAFAAAA,2,600
0x0009C000,Checkerboard,Checkerboard,AAAAAAAA,AAAAABAA,1,600
0x0009D000,Checkerboard,Checkerboard,AAAAAAAA,AAABAAAA,1,600
0x0009E000,Checkerboard,Checkerboard,AAAAAAAA,EABABAAE,4,600
0x0009F000,Checkerboard,Checkerboard,AAAAAAAA,AAAAABAA,1,600
0x000A1000,Checkerboard,Checkerboard,AAAAAAAA,AAEAAAAA,1,600
0x000A2000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAEB,2,600
0x000A3000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAAB,1,600
0x000A4000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAEA,1,600
0x000A5000,Checkerboard,Checkerboard,AAAAAAAA,AAFAAAAA,2,600
0x000A6000,Checkerboard,Checkerboard,AAAAAAAA,AFBFAAAA,5,600
0x000A7000,Checkerboard,Checkerboard,AAAAAAAA,AABAAAAA,1,600
0x000A8000,Checkerboard,Checkerboard,AAAAAAAA,EAAAAAAA,1,600
0x000AA000,Checkerboard,Checkerboard,AAAAAAAA,ABFAAEAA,4,600
0x000AB000,Checkerboard,Checkerboard,AAAAAAAA,AAAAEAAA,1,600
0x000AE000,Checkerboard,Checkerboard,AAAAAAAA,BAAAAAAA,1,600
0x000AF000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAEE,2,600
0x000B0000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAABE,2,600
0x000B3000,Checkerboard,Checkerboard,AAAAAAAA,AEAAAAAA,1,600
0x000B4000,Checkerboard,Checkerboard,AAAAAAAA,AAEAAAAE,2,600
0x000B5000,Checkerboard,Checkerboard,AAAAAAAA,AAABAAEA,2,600
0x000B9000,Checkerboard,Checkerboard,AAAAAAAA,AAEAAAAA,1,600
0x000BA000,Checkerboard,Checkerboard,AAAAAAAA,AEAAABAE,3,600
0x000BB000,Checkerboard,Checkerboard,AAAAAAAA,EABAAAAA,2,600
0x000BC000,Checkerboard,Checkerboard,AAAAAAAA,EAAAAAAA,1,600
0x000BD000,Checkerboard,Checkerboard,AAAAAAAA,BABAAAAA,2,600
0x000BE000,Checkerboard,Checkerboard,AAAAAAAA,AEAAAAAE,2,600
0x000C3000,Checkerboard,Checkerboard,AAAAAAAA,ABAAAEAA,2,600
0x000C5000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAEAA,1,600
0x000C6000,Checkerboard,Checkerboard,AAAAAAAA,AAEABAAA,2,600
0x000C7000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAABE,2,600
0x000C9000,Checkerboard,Checkerboard,AAAAAAAA,AEAAAAAA,1,600
0x000CD000,Checkerboard,Checkerboard,AAAAAAAA,AAEAABAB,3,600
0x000CE000,Checkerboard,Checkerboard,AAAAAAAA,AABAAAAA,1,600
0x000CF000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAAB,1,600
0x000D0000,Checkerboard,Checkerboard,AAAAAAAA,BAAAAAEA,2,600
0x000D1000,Checkerboard,Checkerboard,AAAAAAAA,AAEABAAA,2,600
0x000D2000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAEBA,2,600
0x000D3000,Checkerboard,Checkerboard,AAAAAAAA,AAABAEAA,2,600
0x000D4000,Checkerboard,Checkerboard,AAAAAAAA,AEAAAAEE,3,600
0x000D6000,Checkerboard,Checkerboard,AAAAAAAA,AAEBAAAA,2,600
0x000D9000,Checkerboard,Checkerboard,AAAAAAAA,AAEAAAAA,1,600
0x000DA000,Checkerboard,Checkerboard,AAAAAAAA,AEAAABAA,2,600
0x000DB000,Checkerboard,Checkerboard,AAAAAAAA,AAAAEEAA,2,600
0x000DC000,Checkerboard,Checkerboard,AAAAAAAA,EABAAEBA,4,600
0x000DD000,Checkerboard,Checkerboard,AAAAAAAA,AAEAAAAA,1,600
0x000DE000,Checkerboard,Checkerboard,AAAAAAAA,BBAAAAAA,2,600
0x000DF000,Checkerboard,Checkerboard,AAAAAAAA,BAAEAEAA,3,600
0x000E0000,Checkerboard,Checkerboard,AAAAAAAA,FAAAAABA,3,600
0x000E1000,Checkerboard,Checkerboard,AAAAAAAA,AAABAAAA,1,600
0x000E4000,Checkerboard,Checkerboard,AAAAAAAA,AAABAAAE,2,600
0x000E6000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAABA,1,600
0x000E7000,Checkerboard,Checkerboard,AAAAAAAA,AAAAEAAE,2,600
0x000E8000,Checkerboard,Checkerboard,AAAAAAAA,AAAEAAAA,1,600
0x000E9000,Checkerboard,Checkerboard,AAAAAAAA,EAAAAAAA,1,600
0x000EA000,Checkerboard,Checkerboard,AAAAAAAA,EABBAAAA,3,600
0x000EB000,Checkerboard,Checkerboard,AAAAAAAA,EAAAAAAA,1,600
0x000EC000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAAB,1,600
0x000EE000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAAE,1,600
0x000EF000,Checkerboard,Checkerboard,AAAAAAAA,ABAAAAAA,1,600
0x000F0000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAABA,1,600
0x000F1000,Checkerboard,Checkerboard,AAAAAAAA,AEABAAEA,3,600
0x000F3000,Checkerboard,Checkerboard,AAAAAAAA,BAAAAAAA,1,600
0x000F5000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAABA,1,600
0x000F6000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAEA,1,600
0x000F9000,Checkerboard,Checkerboard,AAAAAAAA,EAABEAAA,3,600
0x000FA000,Checkerboard,Checkerboard,AAAAAAAA,AEBAAAEA,3,600
0x000FD000,Checkerboard,Checkerboard,AAAAAAAA,AAAFAAAA,2,600
0x000FE000,Checkerboard,Checkerboard,AAAAAAAA,AAAEAAAA,1,600
0x000FF000,Checkerboard,Checkerboard,AAAAAAAA,AAAEABAA,2,600
0x00110000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAAB,1,600
0x00118000,Checkerboard,Checkerboard,AAAAAAAA,BAAAAAAE,2,600
0x00128000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAEA,1,600
0x00130000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAEAA,1,600
0x00138000,Checkerboard,Checkerboard,AAAAAAAA,EAABAAAA,2,600
0x00140000,Checkerboard,Checkerboard,AAAAAAAA,AAABAEAB,3,600
0x00148000,Checkerboard,Checkerboard,AAAAAAAA,EAAAAAAB,2,600
0x00158000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAEAA,1,600
0x00160000,Checkerboard,Checkerboard,AAAAAAAA,EAAAAAAA,1,600
0x00168000,Checkerboard,Checkerboard,AAAAAAAA,AABAAAAA,1,600
0x00170000,Checkerboard,Checkerboard,AAAAAAAA,AAAABEAA,2,600
0x00178000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAAE,1,600
0x00180000,Checkerboard,Checkerboard,AAAAAAAA,AAAEAAAA,1,600
0x00198000,Checkerboard,Checkerboard,AAAAAAAA,BAAAAAAA,1,600
0x001A0000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAEAA,1,600
0x001B0000,Checkerboard,Checkerboard,AAAAAAAA,AEAABAAB,3,600
0x001B8000,Checkerboard,Checkerboard,AAAAAAAA,AAEAABAA,2,600
0x001C0000,Checkerboard,Checkerboard,AAAAAAAA,AABBAAAA,2,600
0x001C8000,Checkerboard,Checkerboard,AAAAAAAA,AEAAAAAA,1,600
0x001D0000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAAE,1,600
0x001D8000,Checkerboard,Checkerboard,AAAAAAAA,ABAAAAAA,1,600
0x00200000,Checkerboard,Checkerboard,AAAAAAAA,BAAAAAAE,2,600
0x00218000,Checkerboard,Checkerboard,AAAAAAAA,BAAAAAAA,1,600
0x00220000,Checkerboard,Checkerboard,AAAAAAAA,ABAABAAA,2,600
0x00228000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAEAA,1,600
0x00230000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAEEA,2,600
0x00238000,Checkerboard,Checkerboard,AAAAAAAA,EAAAEAAA,2,600
0x00240000,Checkerboard,Checkerboard,AAAAAAAA,AAABAAAA,1,600
0x00250000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAAE,1,600
0x00258000,Checkerboard,Checkerboard,AAAAAAAA,AAEAAAAA,1,600
0x00270000,Checkerboard,Checkerboard,AAAAAAAA,AAAAABAA,1,600
0x00290000,Checkerboard,Checkerboard,AAAAAAAA,BAAEBABA,4,600
0x00298000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAAE,1,600
0x002A8000,Checkerboard,Checkerboard,AAAAAAAA,BAAAAAAA,1,600
0x002B0000,Checkerboard,Checkerboard,AAAAAAAA,AAAABAAA,1,600
0x002C0000,Checkerboard,Checkerboard,AAAAAAAA,AAAEAAAE,2,600
0x002C8000,Checkerboard,Checkerboard,AAAAAAAA,AEBAAAAA,2,600
0x002D8000,Checkerboard,Checkerboard,AAAAAAAA,AAAABAFB,4,600
0x002E0000,Checkerboard,Checkerboard,AAAAAAAA,EAAEAAAA,2,600
0x002E8000,Checkerboard,Checkerboard,AAAAAAAA,AAEAAABA,2,600
0x002F8000,Checkerboard,Checkerboard,AAAAAAAA,AAAEAAAB,2,600
0x00300000,Checkerboard,Checkerboard,AAAAAAAA,BAAAAAAA,1,600
0x00310000,Checkerboard,Checkerboard,AAAAAAAA,AAAABAAA,1,600
0x00318000,Checkerboard,Checkerboard,AAAAAAAA,ABAAAAAA,1,600
0x00320000,Checkerboard,Checkerboard,AAAAAAAA,AAABAAAA,1,600
0x00330000,Checkerboard,Checkerboard,AAAAAAAA,AAAAAAAE,1,600
0x00338000,Checkerboard,Checkerboard,AAAAAAAA,EAAAAAAA,1,600
0x00358000,Checkerboard,Checkerboard,AAAAAAAA,FAAABABA,4,600
0x00360000,Checkerboard,Checkerboard,AAAAAAAA,AABAAAAA,1,600
0x00368000,Checkerboard,Checkerboard,AAAAAAAA,BAAAAEAB,3,600
0x00370000,Checkerboard,Checkerboard,AAAAAAAA,AABAAAAA,1,600
0x00378000,Checkerboard,Checkerboard,AAAAAAAA,AAAAABAA,1,600
0x00390000,Checkerboard,Checkerboard,AAAAAAAA,AABAAAAB,2,600
