Address,PatternWritten,ReadbackValues,Tags
0x00000000,F6108000,"00f0f4f0f|bb9125936|bb9125936|bb9125936|bb9125936","NEAR-LAG-2 (exp:0F0F0F0F,hd:1)|NEAR-LAG-1 (exp:B9125134,hd:2)|NEAR-LAG-1 (exp:B9125134,hd:2)|NEAR-LAG-1 (exp:B9125134,hd:2)|NEAR-LAG-1 (exp:B9125134,hd:2)"
0x00000000,D9285A15,"bb9125936|ff610c802|ff610c802|ff610c802|ff610c802","NEAR-LAG-2 (exp:B9125134,hd:2)|NEAR-LAG-1 (exp:F6108000,hd:3)|NEAR-LAG-1 (exp:F6108000,hd:3)|NEAR-LAG-1 (exp:F6108000,hd:3)|NEAR-LAG-1 (exp:F6108000,hd:3)"
0x00000000,BB93024A,"ff610c802|dd9285a17|dd9285a17|dd9285a17|dd9285a17","NEAR-LAG-2 (exp:F6108000,hd:3)|NEAR-LAG-1 (exp:D9285A15,hd:1)|NEAR-LAG-1 (exp:D9285A15,hd:1)|NEAR-LAG-1 (exp:D9285A15,hd:1)|NEAR-LAG-1 (exp:D9285A15,hd:1)"
0x00000000,996B0914,"dd9285a17|bbb934a4a|bbb934a4a|bbb934a4a|bbb934a4a","NEAR-LAG-2 (exp:D9285A15,hd:1)|NEAR-LAG-1 (exp:BB93024A,hd:2)|NEAR-LAG-1 (exp:BB93024A,hd:2)|NEAR-LAG-1 (exp:BB93024A,hd:2)|NEAR-LAG-1 (exp:BB93024A,hd:2)"
0x00000000,5AB427C8,"bbb934a4a|9996b4916|9996b4916|9996b4916|9996b4916","NEAR-LAG-2 (exp:BB93024A,hd:2)|NEAR-LAG-1 (exp:996B0914,hd:2)|NEAR-LAG-1 (exp:996B0914,hd:2)|NEAR-LAG-1 (exp:996B0914,hd:2)|NEAR-LAG-1 (exp:996B0914,hd:2)"
0x00000000,C74B5E4E,"9996b4916|55ab46fca|55ab46bca|55ab46fca|55ab46bca","NEAR-LAG-2 (exp:996B0914,hd:2)|NEAR-LAG-1 (exp:5AB427C8,hd:3)|NEAR-LAG-1 (exp:5AB427C8,hd:4)|NEAR-LAG-1 (exp:5AB427C8,hd:3)|NEAR-LAG-1 (exp:5AB427C8,hd:4)"
0x00000000,116532CC,"55ab46bca|cc74b5a4e|cc74b5e4e|cc74b5a4e|cc74b5a4e","NEAR-LAG-2 (exp:5AB427C8,hd:4)|NEAR-LAG-1 (exp:C74B5E4E,hd:1)|LAG-1 (exp:C74B5E4E)|NEAR-LAG-1 (exp:C74B5E4E,hd:1)|NEAR-LAG-1 (exp:C74B5E4E,hd:1)"
0x00000000,22CD0CD0,"cc74b5e4e|111657ace|111657a4e|111657ace|111657ace","LAG-2 (exp:C74B5E4E)|NEAR-LAG-1 (exp:116532CC,hd:3)|NEAR-LAG-1 (exp:116532CC,hd:4)|NEAR-LAG-1 (exp:116532CC,hd:3)|NEAR-LAG-1 (exp:116532CC,hd:3)"
0x00000000,E51AAF27,"111657ace|222cd48d2|222cd48d2|222cd48d2|222cd48d2","NEAR-LAG-2 (exp:116532CC,hd:3)|NEAR-LAG-1 (exp:22CD0CD0,hd:3)|NEAR-LAG-1 (exp:22CD0CD0,hd:3)|NEAR-LAG-1 (exp:22CD0CD0,hd:3)|NEAR-LAG-1 (exp:22CD0CD0,hd:3)"
0x00000000,72317929,"222cd48d2|ee51aef27|ee51aeb27|ee51aeb27|ee51aeb27","NEAR-LAG-2 (exp:22CD0CD0,hd:3)|NEAR-LAG-1 (exp:E51AAF27,hd:1)|NEAR-LAG-1 (exp:E51AAF27,hd:2)|NEAR-LAG-1 (exp:E51AAF27,hd:2)|NEAR-LAG-1 (exp:E51AAF27,hd:2)"
0x00000000,C5C8FFEF,"ee51aef27|77231792b|77231792b|77231792b|77231792b","NEAR-LAG-2 (exp:E51AAF27,hd:1)|NEAR-LAG-1 (exp:72317929,hd:1)|NEAR-LAG-1 (exp:72317929,hd:1)|NEAR-LAG-1 (exp:72317929,hd:1)|NEAR-LAG-1 (exp:72317929,hd:1)"
0x00000000,74068656,"77231792b|cc5c8fbef|cc5c8fbef|cc5c8ffef|cc5c8ffef","NEAR-LAG-2 (exp:72317929,hd:1)|NEAR-LAG-1 (exp:C5C8FFEF,hd:1)|NEAR-LAG-1 (exp:C5C8FFEF,hd:1)|LAG-1 (exp:C5C8FFEF)|LAG-1 (exp:C5C8FFEF)"
0x00000000,28C25065,"cc5c8ffef|77406ce56|77406ce56|77406ce56|77406ce56","LAG-2 (exp:C5C8FFEF)|NEAR-LAG-1 (exp:74068656,hd:2)|NEAR-LAG-1 (exp:74068656,hd:2)|NEAR-LAG-1 (exp:74068656,hd:2)|NEAR-LAG-1 (exp:74068656,hd:2)"
0x00000000,51A0AE2A,"77406ca56|228c25867|228c25867|228c25867|228c25867","NEAR-LAG-2 (exp:74068656,hd:3)|NEAR-LAG-1 (exp:28C25065,hd:2)|NEAR-LAG-1 (exp:28C25065,hd:2)|NEAR-LAG-1 (exp:28C25065,hd:2)|NEAR-LAG-1 (exp:28C25065,hd:2)"
0x00000004,00000000,"228c25865|551a0ee2a|551a0ee2a|551a0ee2a|551a0ea2a","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000004,FFFFFFFF,"66e4eea2b|000004802|000004802|000004802|000004800","FAIL|NEAR-LAG-1 (exp:00000000,hd:3)|NEAR-LAG-1 (exp:00000000,hd:3)|NEAR-LAG-1 (exp:00000000,hd:3)|NEAR-LAG-1 (exp:00000000,hd:2)"
0x00000004,AAAAAAAA,"000004802|fffffffff|fffffffff|fffffffff|fffffffff","NEAR-LAG-2 (exp:00000000,hd:3)|LAG-1 (exp:FFFFFFFF)|LAG-1 (exp:FFFFFFFF)|LAG-1 (exp:FFFFFFFF)|LAG-1 (exp:FFFFFFFF)"
0x00000004,55555555,"fffffffff|aaaaaeaaa|aaaaaeaaa|aaaaaeaaa|aaaaaeaaa","LAG-2 (exp:FFFFFFFF)|NEAR-LAG-1 (exp:AAAAAAAA,hd:1)|NEAR-LAG-1 (exp:AAAAAAAA,hd:1)|NEAR-LAG-1 (exp:AAAAAAAA,hd:1)|NEAR-LAG-1 (exp:AAAAAAAA,hd:1)"
0x00000004,DEADBEEF,"aaaaaeaaa|555555957|555555d57|555555d57|555555957","NEAR-LAG-2 (exp:AAAAAAAA,hd:1)|NEAR-LAG-1 (exp:55555555,hd:3)|NEAR-LAG-1 (exp:55555555,hd:2)|NEAR-LAG-1 (exp:55555555,hd:2)|NEAR-LAG-1 (exp:55555555,hd:3)"
0x00000004,CAFEBABE,"555555957|ddeadfaef|ddeadfaef|ddeadfeef|ddeadfeef","NEAR-LAG-2 (exp:55555555,hd:3)|NEAR-LAG-1 (exp:DEADBEEF,hd:2)|NEAR-LAG-1 (exp:DEADBEEF,hd:2)|NEAR-LAG-1 (exp:DEADBEEF,hd:1)|NEAR-LAG-1 (exp:DEADBEEF,hd:1)"
0x00000004,12345678,"ddeadfeef|ccafefabe|ccafefabe|ccafefabe|ccafefabe","NEAR-LAG-2 (exp:DEADBEEF,hd:1)|NEAR-LAG-1 (exp:CAFEBABE,hd:1)|NEAR-LAG-1 (exp:CAFEBABE,hd:1)|NEAR-LAG-1 (exp:CAFEBABE,hd:1)|NEAR-LAG-1 (exp:CAFEBABE,hd:1)"
0x00000004,87654321,"ccafefabe|112345e7a|112345a7a|112345e7a|112345e7a","NEAR-LAG-2 (exp:CAFEBABE,hd:1)|NEAR-LAG-1 (exp:12345678,hd:2)|NEAR-LAG-1 (exp:12345678,hd:3)|NEAR-LAG-1 (exp:12345678,hd:2)|NEAR-LAG-1 (exp:12345678,hd:2)"
0x00000004,F0F0F0F0,"112345a7a|887654b23|887654b23|887654b23|887654b23","NEAR-LAG-2 (exp:12345678,hd:3)|NEAR-LAG-1 (exp:87654321,hd:2)|NEAR-LAG-1 (exp:87654321,hd:2)|NEAR-LAG-1 (exp:87654321,hd:2)|NEAR-LAG-1 (exp:87654321,hd:2)"
0x00000004,0F0F0F0F,"887654b23|ff0f0f8f2|ff0f0f8f2|ff0f0f8f2|ff0f0f8f2","NEAR-LAG-2 (exp:87654321,hd:2)|NEAR-LAG-1 (exp:F0F0F0F0,hd:2)|NEAR-LAG-1 (exp:F0F0F0F0,hd:2)|NEAR-LAG-1 (exp:F0F0F0F0,hd:2)|NEAR-LAG-1 (exp:F0F0F0F0,hd:2)"
0x00000004,B9125134,"ff0f0f8f2|00f0f4b0f|00f0f4f0f|00f0f4b0f|00f0f4f0f","NEAR-LAG-2 (exp:F0F0F0F0,hd:2)|NEAR-LAG-1 (exp:0F0F0F0F,hd:2)|NEAR-LAG-1 (exp:0F0F0F0F,hd:1)|NEAR-LAG-1 (exp:0F0F0F0F,hd:2)|NEAR-LAG-1 (exp:0F0F0F0F,hd:1)"
0x00000004,F6108000,"00f0f4f0f|bb9125936|bb9125936|bb9125936|bb9125936","NEAR-LAG-2 (exp:0F0F0F0F,hd:1)|NEAR-LAG-1 (exp:B9125134,hd:2)|NEAR-LAG-1 (exp:B9125134,hd:2)|NEAR-LAG-1 (exp:B9125134,hd:2)|NEAR-LAG-1 (exp:B9125134,hd:2)"
0x00000004,D9285A15,"bb9125936|ff610c802|ff610c802|ff610c802|ff610c802","NEAR-LAG-2 (exp:B9125134,hd:2)|NEAR-LAG-1 (exp:F6108000,hd:3)|NEAR-LAG-1 (exp:F6108000,hd:3)|NEAR-LAG-1 (exp:F6108000,hd:3)|NEAR-LAG-1 (exp:F6108000,hd:3)"
0x00000004,BB93024A,"ff610c802|dd9285a17|dd9285a17|dd9285a17|dd9285a17","NEAR-LAG-2 (exp:F6108000,hd:3)|NEAR-LAG-1 (exp:D9285A15,hd:1)|NEAR-LAG-1 (exp:D9285A15,hd:1)|NEAR-LAG-1 (exp:D9285A15,hd:1)|NEAR-LAG-1 (exp:D9285A15,hd:1)"
0x00000004,996B0914,"dd9285a17|bbb934a4a|bbb934a4a|bbb934a4a|bbb934a4a","NEAR-LAG-2 (exp:D9285A15,hd:1)|NEAR-LAG-1 (exp:BB93024A,hd:2)|NEAR-LAG-1 (exp:BB93024A,hd:2)|NEAR-LAG-1 (exp:BB93024A,hd:2)|NEAR-LAG-1 (exp:BB93024A,hd:2)"
0x00000004,5AB427C8,"bbb934a4a|9996b4916|9996b4916|9996b4916|9996b4916","NEAR-LAG-2 (exp:BB93024A,hd:2)|NEAR-LAG-1 (exp:996B0914,hd:2)|NEAR-LAG-1 (exp:996B0914,hd:2)|NEAR-LAG-1 (exp:996B0914,hd:2)|NEAR-LAG-1 (exp:996B0914,hd:2)"
0x00000004,C74B5E4E,"9996b4916|55ab46bca|55ab46bca|55ab46bca|55ab46bca","NEAR-LAG-2 (exp:996B0914,hd:2)|NEAR-LAG-1 (exp:5AB427C8,hd:4)|NEAR-LAG-1 (exp:5AB427C8,hd:4)|NEAR-LAG-1 (exp:5AB427C8,hd:4)|NEAR-LAG-1 (exp:5AB427C8,hd:4)"
0x00000004,116532CC,"55ab46bca|cc74b5e4e|cc74b5e4e|cc74b5e4e|cc74b5e4e","NEAR-LAG-2 (exp:5AB427C8,hd:4)|LAG-1 (exp:C74B5E4E)|LAG-1 (exp:C74B5E4E)|LAG-1 (exp:C74B5E4E)|LAG-1 (exp:C74B5E4E)"
0x00000004,22CD0CD0,"cc74b5e4e|111657ace|111657ace|111657ace|111657ace","LAG-2 (exp:C74B5E4E)|NEAR-LAG-1 (exp:116532CC,hd:3)|NEAR-LAG-1 (exp:116532CC,hd:3)|NEAR-LAG-1 (exp:116532CC,hd:3)|NEAR-LAG-1 (exp:116532CC,hd:3)"
0x00000004,E51AAF27,"111657acc|222cd48d2|222cd4cd0|222cd4cd2|222cd4cd0","NEAR-LAG-2 (exp:116532CC,hd:2)|NEAR-LAG-1 (exp:22CD0CD0,hd:3)|NEAR-LAG-1 (exp:22CD0CD0,hd:1)|NEAR-LAG-1 (exp:22CD0CD0,hd:2)|NEAR-LAG-1 (exp:22CD0CD0,hd:1)"
0x00000004,72317929,"222cd4cd0|ee51aeb27|ee51aef27|ee51aef27|ee51aef27","NEAR-LAG-2 (exp:22CD0CD0,hd:1)|NEAR-LAG-1 (exp:E51AAF27,hd:2)|NEAR-LAG-1 (exp:E51AAF27,hd:1)|NEAR-LAG-1 (exp:E51AAF27,hd:1)|NEAR-LAG-1 (exp:E51AAF27,hd:1)"
0x00000004,C5C8FFEF,"ee51aef27|772317929|77231792b|77231792b|772317929","NEAR-LAG-2 (exp:E51AAF27,hd:1)|LAG-1 (exp:72317929)|NEAR-LAG-1 (exp:72317929,hd:1)|NEAR-LAG-1 (exp:72317929,hd:1)|LAG-1 (exp:72317929)"
0x00000004,74068656,"77231792b|cc5c8ffef|cc5c8ffef|cc5c8ffef|cc5c8ffef","NEAR-LAG-2 (exp:72317929,hd:1)|LAG-1 (exp:C5C8FFEF)|LAG-1 (exp:C5C8FFEF)|LAG-1 (exp:C5C8FFEF)|LAG-1 (exp:C5C8FFEF)"
0x00000004,28C25065,"cc5c8ffef|77406ce56|77406ce56|77406ce56|77406ce56","LAG-2 (exp:C5C8FFEF)|NEAR-LAG-1 (exp:74068656,hd:2)|NEAR-LAG-1 (exp:74068656,hd:2)|NEAR-LAG-1 (exp:74068656,hd:2)|NEAR-LAG-1 (exp:74068656,hd:2)"
0x00000004,51A0AE2A,"77406c656|228c25867|228c25867|228c25867|228c25867","NEAR-LAG-2 (exp:74068656,hd:1)|NEAR-LAG-1 (exp:28C25065,hd:2)|NEAR-LAG-1 (exp:28C25065,hd:2)|NEAR-LAG-1 (exp:28C25065,hd:2)|NEAR-LAG-1 (exp:28C25065,hd:2)"
0x00000008,00000000,"228c25865|551a0ee2a|551a0ee2a|551a0ee2a|551a0ee2a","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000008,FFFFFFFF,"66e4eae2b|000000d00|000000d82|000000c00|000000c00","FAIL|NEAR-LAG-1 (exp:00000000,hd:3)|NEAR-LAG-1 (exp:00000000,hd:5)|NEAR-LAG-1 (exp:00000000,hd:2)|NEAR-LAG-1 (exp:00000000,hd:2)"
0x00000008,AAAAAAAA,"000000d82|fffffffff|fffffbfff|fffffbfff|fffffffff","NEAR-LAG-2 (exp:00000000,hd:5)|LAG-1 (exp:FFFFFFFF)|NEAR-LAG-1 (exp:FFFFFFFF,hd:1)|NEAR-LAG-1 (exp:FFFFFFFF,hd:1)|LAG-1 (exp:FFFFFFFF)"
0x00000008,55555555,"fffffbfff|aaaaaaeaa|aaaaaaeaa|aaaaaafaa|aaaaaafaa","NEAR-LAG-2 (exp:FFFFFFFF,hd:1)|NEAR-LAG-1 (exp:AAAAAAAA,hd:1)|NEAR-LAG-1 (exp:AAAAAAAA,hd:1)|NEAR-LAG-1 (exp:AAAAAAAA,hd:2)|NEAR-LAG-1 (exp:AAAAAAAA,hd:2)"
0x00000008,DEADBEEF,"aaaaaaeaa|555551d57|555551dd7|555555d55|555551d55","NEAR-LAG-2 (exp:AAAAAAAA,hd:1)|NEAR-LAG-1 (exp:55555555,hd:3)|NEAR-LAG-1 (exp:55555555,hd:4)|NEAR-LAG-1 (exp:55555555,hd:1)|NEAR-LAG-1 (exp:55555555,hd:2)"
0x00000008,CAFEBABE,"555551dd7|ddeadbeef|ddeadbfef|ddeadbfef|ddeadbfef","NEAR-LAG-2 (exp:55555555,hd:4)|LAG-1 (exp:DEADBEEF)|NEAR-LAG-1 (exp:DEADBEEF,hd:1)|NEAR-LAG-1 (exp:DEADBEEF,hd:1)|NEAR-LAG-1 (exp:DEADBEEF,hd:1)"
0x00000008,12345678,"ddeadbfef|ccafebfbe|ccafebebe|ccafebfbe|ccafebebe","NEAR-LAG-2 (exp:DEADBEEF,hd:1)|NEAR-LAG-1 (exp:CAFEBABE,hd:2)|NEAR-LAG-1 (exp:CAFEBABE,hd:1)|NEAR-LAG-1 (exp:CAFEBABE,hd:2)|NEAR-LAG-1 (exp:CAFEBABE,hd:1)"
0x00000008,87654321,"ccafebfbe|112341ffa|112341f7a|112341f78|112341ffa","NEAR-LAG-2 (exp:CAFEBABE,hd:2)|NEAR-LAG-1 (exp:12345678,hd:5)|NEAR-LAG-1 (exp:12345678,hd:4)|NEAR-LAG-1 (exp:12345678,hd:3)|NEAR-LAG-1 (exp:12345678,hd:5)"
0x00000008,F0F0F0F0,"112341e78|887650fb3|887650fa3|887650fb3|887650fb3","NEAR-LAG-2 (exp:12345678,hd:2)|NEAR-LAG-1 (exp:87654321,hd:6)|NEAR-LAG-1 (exp:87654321,hd:5)|NEAR-LAG-1 (exp:87654321,hd:6)|NEAR-LAG-1 (exp:87654321,hd:6)"
0x00000008,0F0F0F0F,"887650fb3|ff0f0bdf0|ff0f0bcf2|ff0f0bcf2|ff0f0bdf2","NEAR-LAG-2 (exp:87654321,hd:6)|NEAR-LAG-1 (exp:F0F0F0F0,hd:4)|NEAR-LAG-1 (exp:F0F0F0F0,hd:4)|NEAR-LAG-1 (exp:F0F0F0F0,hd:4)|NEAR-LAG-1 (exp:F0F0F0F0,hd:5)"
0x00000008,B9125134,"ff0f0bdf2|00f0f0f8f|00f0f0f8f|00f0f0f8f|00f0f0f8f","NEAR-LAG-2 (exp:F0F0F0F0,hd:5)|NEAR-LAG-1 (exp:0F0F0F0F,hd:1)|NEAR-LAG-1 (exp:0F0F0F0F,hd:1)|NEAR-LAG-1 (exp:0F0F0F0F,hd:1)|NEAR-LAG-1 (exp:0F0F0F0F,hd:1)"
0x00000008,F6108000,"00f0f0f8f|bb9121db6|bb9121d34|bb9125d34|bb9121db6","NEAR-LAG-2 (exp:0F0F0F0F,hd:1)|NEAR-LAG-1 (exp:B9125134,hd:5)|NEAR-LAG-1 (exp:B9125134,hd:3)|NEAR-LAG-1 (exp:B9125134,hd:2)|NEAR-LAG-1 (exp:B9125134,hd:5)"
0x00000008,D9285A15,"bb9121d34|ff6108d82|ff6108c82|ff6108c82|ff6108c00","NEAR-LAG-2 (exp:B9125134,hd:3)|NEAR-LAG-1 (exp:F6108000,hd:5)|NEAR-LAG-1 (exp:F6108000,hd:4)|NEAR-LAG-1 (exp:F6108000,hd:4)|NEAR-LAG-1 (exp:F6108000,hd:2)"
0x00000008,BB93024A,"ff6108c00|dd9281f97|dd9281e15|dd9281f97|dd9281f97","NEAR-LAG-2 (exp:F6108000,hd:2)|NEAR-LAG-1 (exp:D9285A15,hd:5)|NEAR-LAG-1 (exp:D9285A15,hd:2)|NEAR-LAG-1 (exp:D9285A15,hd:5)|NEAR-LAG-1 (exp:D9285A15,hd:5)"
0x00000008,996B0914,"dd9281e15|bbb930f4a|bbb930fca|bbb930fca|bbb930fda","NEAR-LAG-2 (exp:D9285A15,hd:2)|NEAR-LAG-1 (exp:BB93024A,hd:3)|NEAR-LAG-1 (exp:BB93024A,hd:4)|NEAR-LAG-1 (exp:BB93024A,hd:4)|NEAR-LAG-1 (exp:BB93024A,hd:5)"
0x00000008,5AB427C8,"bbb930e4a|9996b0d96|9996b0d96|9996b0d14|9996b0d96","NEAR-LAG-2 (exp:BB93024A,hd:2)|NEAR-LAG-1 (exp:996B0914,hd:3)|NEAR-LAG-1 (exp:996B0914,hd:3)|NEAR-LAG-1 (exp:996B0914,hd:1)|NEAR-LAG-1 (exp:996B0914,hd:3)"
0x00000008,C74B5E4E,"9996b0d96|55ab42fca|55ab42fca|55ab42fc8|55ab42fc8","NEAR-LAG-2 (exp:996B0914,hd:3)|NEAR-LAG-1 (exp:5AB427C8,hd:2)|NEAR-LAG-1 (exp:5AB427C8,hd:2)|NEAR-LAG-1 (exp:5AB427C8,hd:1)|NEAR-LAG-1 (exp:5AB427C8,hd:1)"
0x00000008,116532CC,"55ab42fc8|cc74b1fde|cc74b1e4e|cc74b1ece|cc74b1ece","NEAR-LAG-2 (exp:5AB427C8,hd:1)|NEAR-LAG-1 (exp:C74B5E4E,hd:4)|NEAR-LAG-1 (exp:C74B5E4E,hd:1)|NEAR-LAG-1 (exp:C74B5E4E,hd:2)|NEAR-LAG-1 (exp:C74B5E4E,hd:2)"
0x00000008,22CD0CD0,"cc74b1fde|111653fde|111653fce|111653fde|111653ece","NEAR-LAG-2 (exp:C74B5E4E,hd:4)|NEAR-LAG-1 (exp:116532CC,hd:5)|NEAR-LAG-1 (exp:116532CC,hd:4)|NEAR-LAG-1 (exp:116532CC,hd:5)|NEAR-LAG-1 (exp:116532CC,hd:3)"
0x00000008,E51AAF27,"111653ece|222cd0dd2|222cd0dd2|222cd0dd2|222cd0dd2","NEAR-LAG-2 (exp:116532CC,hd:3)|NEAR-LAG-1 (exp:22CD0CD0,hd:2)|NEAR-LAG-1 (exp:22CD0CD0,hd:2)|NEAR-LAG-1 (exp:22CD0CD0,hd:2)|NEAR-LAG-1 (exp:22CD0CD0,hd:2)"
0x00000008,72317929,"222cd0dd2|ee51aafa7|ee51aafa7|ee51aaf27|ee51aafb7","NEAR-LAG-2 (exp:22CD0CD0,hd:2)|NEAR-LAG-1 (exp:E51AAF27,hd:1)|NEAR-LAG-1 (exp:E51AAF27,hd:1)|LAG-1 (exp:E51AAF27)|NEAR-LAG-1 (exp:E51AAF27,hd:2)"
0x00000008,C5C8FFEF,"ee51aaf27|772313dab|772313dab|772313d29|772313dab","LAG-2 (exp:E51AAF27)|NEAR-LAG-1 (exp:72317929,hd:4)|NEAR-LAG-1 (exp:72317929,hd:4)|NEAR-LAG-1 (exp:72317929,hd:2)|NEAR-LAG-1 (exp:72317929,hd:4)"
0x00000008,74068656,"772313dbb|cc5c8bfff|cc5c8bfef|cc5c8ffef|cc5c8bfef","NEAR-LAG-2 (exp:72317929,hd:5)|NEAR-LAG-1 (exp:C5C8FFEF,hd:2)|NEAR-LAG-1 (exp:C5C8FFEF,hd:1)|LAG-1 (exp:C5C8FFEF)|NEAR-LAG-1 (exp:C5C8FFEF,hd:1)"
0x00000008,28C25065,"cc5c8bfef|774068fd6|774068ed6|774068fd6|774068e56","NEAR-LAG-2 (exp:C5C8FFEF,hd:1)|NEAR-LAG-1 (exp:74068656,hd:3)|NEAR-LAG-1 (exp:74068656,hd:2)|NEAR-LAG-1 (exp:74068656,hd:3)|NEAR-LAG-1 (exp:74068656,hd:1)"
0x00000008,51A0AE2A,"774068e56|228c21de7|228c21c65|228c21c65|228c21de7","NEAR-LAG-2 (exp:74068656,hd:1)|NEAR-LAG-1 (exp:28C25065,hd:6)|NEAR-LAG-1 (exp:28C25065,hd:3)|NEAR-LAG-1 (exp:28C25065,hd:3)|NEAR-LAG-1 (exp:28C25065,hd:6)"
0x00000100,00000000,"228c21ce7|551a0ae2a|551a0ae2a|551a0aeaa|551a0aeaa","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000100,FFFFFFFF,"551a0ae2a|000001110|000001100|000000000|000000000","FAIL|NEAR-LAG-1 (exp:00000000,hd:3)|NEAR-LAG-1 (exp:00000000,hd:2)|LAG-1 (exp:00000000)|LAG-1 (exp:00000000)"
0x00000100,AAAAAAAA,"000001110|fffffbbff|fffffffff|fffffbfff|fffffbbff","NEAR-LAG-2 (exp:00000000,hd:3)|NEAR-LAG-1 (exp:FFFFFFFF,hd:2)|LAG-1 (exp:FFFFFFFF)|NEAR-LAG-1 (exp:FFFFFFFF,hd:1)|NEAR-LAG-1 (exp:FFFFFFFF,hd:2)"
0x00000100,55555555,"fffffbbff|aaaaabbaa|aaaaabbaa|aaaaabbaa|aaaaab3aa","NEAR-LAG-2 (exp:FFFFFFFF,hd:2)|NEAR-LAG-1 (exp:AAAAAAAA,hd:2)|NEAR-LAG-1 (exp:AAAAAAAA,hd:2)|NEAR-LAG-1 (exp:AAAAAAAA,hd:2)|NEAR-LAG-1 (exp:AAAAAAAA,hd:3)"
