timestamp,decay_time_cycles,decay_time_ms,address,measurement,bit_errors,pass,read_data
2025-05-28 19:58:22.952022,48,0.00024,0,0,0,True,00000000
2025-05-28 19:58:22.967679,48,0.00024,0,2,0,True,00000000
2025-05-28 19:58:22.967749,48,0.00024,0,4,0,True,00000000
2025-05-28 19:58:22.983669,48,0.00024,0,0,62,False,5A5A0010
2025-05-28 19:58:22.983741,48,0.00024,0,2,62,False,5A5A0010
2025-05-28 19:58:22.983764,48,0.00024,0,4,62,False,5A5A0010
2025-05-28 19:58:22.999663,48,0.00024,1048833,0,62,False,5A5A0010
2025-05-28 19:58:22.999727,48,0.00024,1048833,2,62,False,5A5A0010
2025-05-28 19:58:23.015666,48,0.00024,1048833,4,62,False,5A5A0010
2025-05-28 19:58:23.015726,48,0.00024,2097666,0,56,False,5A520010
2025-05-28 19:58:23.015749,48,0.00024,2097666,2,56,False,5A520010
2025-05-28 19:58:23.031685,48,0.00024,2097666,4,56,False,5A520010
2025-05-28 19:58:23.031752,48,0.00024,3146499,0,60,False,5A4A0000
2025-05-28 19:58:23.047669,48,0.00024,3146499,2,60,False,5A4A0000
2025-05-28 19:58:23.047724,48,0.00024,3146499,4,60,False,5A4A0000
2025-05-28 19:58:23.047748,48,0.00024,4195332,0,54,False,5A420000
2025-05-28 19:58:23.063660,48,0.00024,4195332,2,54,False,5A420000
2025-05-28 19:58:23.063708,48,0.00024,4195332,4,54,False,5A420800
2025-05-28 19:58:23.079658,48,0.00024,5244165,0,64,False,5A7A0010
2025-05-28 19:58:23.079708,48,0.00024,5244165,2,64,False,5A7A0010
2025-05-28 19:58:23.079730,48,0.00024,5244165,4,64,False,5A7A0810
2025-05-28 19:58:23.095665,48,0.00024,6292998,0,56,False,5A720010
2025-05-28 19:58:23.095717,48,0.00024,6292998,2,58,False,5A720810
2025-05-28 19:58:23.116822,48,0.00024,6292998,4,56,False,5A720010
2025-05-28 19:58:23.116878,48,0.00024,7341831,0,66,False,5A6A0000
2025-05-28 19:58:23.116899,48,0.00024,7341831,2,66,False,5A6A0000
2025-05-28 19:58:23.169995,48,0.00024,7341831,4,66,False,5A6A0000
2025-05-28 19:58:23.170949,48,0.00024,2056,0,58,False,5A620000
2025-05-28 19:58:23.170989,48,0.00024,2056,2,58,False,5A620000
2025-05-28 19:58:23.171009,48,0.00024,2056,4,58,False,5A620000
2025-05-28 19:58:23.171026,48,0.00024,1050889,0,54,False,5A1A0010
2025-05-28 19:58:23.171041,48,0.00024,1050889,2,54,False,5A1A0010
2025-05-28 19:58:23.171056,48,0.00024,1050889,4,54,False,5A1A0010
2025-05-28 19:58:23.175658,48,0.00024,2099722,0,48,False,5A120010
2025-05-28 19:58:23.175713,48,0.00024,2099722,2,48,False,5A120010
2025-05-28 19:58:23.175744,48,0.00024,2099722,4,48,False,5A120010
2025-05-28 19:58:23.191733,48,0.00024,3148555,0,54,False,5A0A0000
2025-05-28 19:58:23.191853,48,0.00024,3148555,2,54,False,5A0A0000
2025-05-28 19:58:23.217231,48,0.00024,3148555,4,54,False,5A0A0000
2025-05-28 19:58:23.217964,48,0.00024,4197388,0,48,False,5A020000
2025-05-28 19:58:23.218014,48,0.00024,4197388,2,48,False,5A020000
2025-05-28 19:58:23.240364,48,0.00024,4197388,4,48,False,5A020000
2025-05-28 19:58:23.245506,48,0.00024,5246221,0,56,False,5A3A0010
2025-05-28 19:58:23.266146,48,0.00024,5246221,2,56,False,5A3A0810
2025-05-28 19:58:23.273665,48,0.00024,5246221,4,56,False,5A3A0010
2025-05-28 19:58:23.281794,48,0.00024,6295054,0,48,False,5A320010
2025-05-28 19:58:23.281947,48,0.00024,6295054,2,50,False,5A320810
2025-05-28 19:58:23.281981,48,0.00024,6295054,4,50,False,5A320810
2025-05-28 19:58:23.282060,48,0.00024,7343887,0,60,False,5A2A0000
2025-05-28 19:58:23.282084,48,0.00024,7343887,2,60,False,5A2A0000
2025-05-28 19:58:23.288268,48,0.00024,7343887,4,58,False,5A2A0800
2025-05-28 19:58:23.291889,48,0.00024,4112,0,52,False,5A220000
2025-05-28 19:58:23.291971,48,0.00024,4112,2,52,False,5A220000
2025-05-28 19:58:23.306634,48,0.00024,4112,4,52,False,5A220800
2025-05-28 19:58:23.309109,48,0.00024,1052945,0,64,False,5ADA0090
2025-05-28 19:58:23.331768,48,0.00024,1052945,2,64,False,5ADA0090
2025-05-28 19:58:23.331856,48,0.00024,1052945,4,64,False,5ADA0090
2025-05-28 19:58:23.331881,48,0.00024,2101778,0,60,False,5AD20090
2025-05-28 19:58:23.338209,48,0.00024,2101778,2,60,False,5AD20090
2025-05-28 19:58:23.338258,48,0.00024,2101778,4,60,False,5AD20090
2025-05-28 19:58:23.355333,48,0.00024,3150611,0,60,False,5ACA0080
2025-05-28 19:58:23.355412,48,0.00024,3150611,2,60,False,5ACA0080
2025-05-28 19:58:23.355440,48,0.00024,3150611,4,60,False,5ACA0080
2025-05-28 19:58:23.367663,48,0.00024,4199444,0,56,False,5AC20080
2025-05-28 19:58:23.367727,48,0.00024,4199444,2,56,False,5AC20080
2025-05-28 19:58:23.384190,48,0.00024,4199444,4,56,False,5AC20880
2025-05-28 19:58:23.388816,48,0.00024,5248277,0,66,False,5AFA0090
2025-05-28 19:58:23.388862,48,0.00024,5248277,2,66,False,5AFA0890
2025-05-28 19:58:23.399624,48,0.00024,5248277,4,66,False,5AFA0090
2025-05-28 19:58:23.399691,48,0.00024,6297110,0,60,False,5AF20090
2025-05-28 19:58:23.415679,48,0.00024,6297110,2,62,False,5AF20890
2025-05-28 19:58:23.415746,48,0.00024,6297110,4,60,False,5AF20090
2025-05-28 19:58:23.415770,48,0.00024,7345943,0,66,False,5AEA0080
2025-05-28 19:58:23.431690,48,0.00024,7345943,2,64,False,5AEA0880
2025-05-28 19:58:23.431753,48,0.00024,7345943,4,66,False,5AEA0080
2025-05-28 19:58:23.447648,48,0.00024,6168,0,60,False,5AE20080
2025-05-28 19:58:23.447718,48,0.00024,6168,2,60,False,5AE20880
2025-05-28 19:58:23.447742,48,0.00024,6168,4,60,False,5AE20880
2025-05-28 19:58:23.463660,48,0.00024,1055001,0,60,False,5A9A0090
2025-05-28 19:58:23.463723,48,0.00024,1055001,2,60,False,5A9A0090
2025-05-28 19:58:23.479667,48,0.00024,1055001,4,60,False,5A9A0090
2025-05-28 19:58:23.479726,48,0.00024,2103834,0,56,False,5A920090
2025-05-28 19:58:23.479750,48,0.00024,2103834,2,56,False,5A920090
2025-05-28 19:58:23.495649,48,0.00024,2103834,4,56,False,5A920090
2025-05-28 19:58:23.495699,48,0.00024,3152667,0,58,False,5A8A0080
2025-05-28 19:58:23.511647,48,0.00024,3152667,2,58,False,5A8A0080
2025-05-28 19:58:23.511698,48,0.00024,3152667,4,58,False,5A8A0080
2025-05-28 19:58:23.511720,48,0.00024,4201500,0,54,False,5A820080
2025-05-28 19:58:23.527641,48,0.00024,4201500,2,54,False,5A820880
2025-05-28 19:58:23.527685,48,0.00024,4201500,4,54,False,5A820080
2025-05-28 19:58:23.543636,48,0.00024,5250333,0,62,False,5ABA0090
2025-05-28 19:58:23.543677,48,0.00024,5250333,2,62,False,5ABA0090
2025-05-28 19:58:23.543696,48,0.00024,5250333,4,62,False,5ABA0090
2025-05-28 19:58:23.559647,48,0.00024,6299166,0,56,False,5AB20090
2025-05-28 19:58:23.559699,48,0.00024,6299166,2,58,False,5AB20890
